Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
65,,"Jan 08, 2025","Apr 30, 2025",Complete,98 AV Traffic Split,98 Avenue NW,91 Street NW,93 Street NW,Increased Travel Time,3+ Months,98 AV will be reduced to a single lane in each direction and split to the south side of the road.,Drainage Construction,Construction,Central,Road,POINT (-113.46694934270276 53.538248840842186)
429,,"Jul 04, 2025","Aug 30, 2025",Complete,University Ave Traffic Split,University Avenue NW,119 Street NW,Saskatchewan Drive NW,Travel Delays,6 Weeks,Starting July 4th @ 9am the westbound lanes will be closed on University Ave  from 119 St - Saskatchewan Dr. Two-way traffic will be maintained on the eastbound lanes. Use other routes.,Waterline Installation,Construction,Central,Road,POINT (-113.5344560363966 53.51787709612542)
199,,"May 08, 2025","May 09, 2025",Complete,Single Lane Closure,112 Street NW,86 Avenue NW,85 Avenue NW,Travel Delays,22:00-06:00 am,112 street will be reduced to single lane North/South between 86 Avenue and 85 Avenue.,Construction,Construction,Central,Road,POINT (-113.52084757752729 53.52195073396458)
871,,"Sep 11, 2025","Sep 11, 2025",Current,102 ST & 102 AV Closure,102 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,One Night,102 ST at 102 AV closed to vehicle traffic between the hours of 2100hrs-Midnight. Local access will be maintained.,Drainage Maintenance,Construction,Central,Road,POINT (-113.49556974628355 53.540931215120395)
179,,"May 18, 2025","May 18, 2025",Complete,Vaisakhi Nagar (Sikh Parade),23 Avenue NW,Mill Woods Road East NW,,Total Closure,1 day,Mill Woods Rd South and Mill Woods Rd East will be closed in stages for the Vaisakhi Nagar Parade.  23 Av will experience a closure when the parade crosses between 12:00 - 13:00 hr.,Special Event Parade,Special Event,Southeast,Road,POINT (-113.40907401656007 53.45537947979881)
134,,"Apr 19, 2025","Apr 20, 2025",Complete,Single Lane Closure,112 Street NW,87 Avenue NW,86 Avenue NW,Increased Travel Time,9:00-15:00 / 2 Days,The curb lane of Southbound 112 Street will be closed between 87 Avenue and 86 Avenue,Construction,Construction,Central,Road,POINT (-113.52085572454202 53.52289966741331)
416,,"Jun 26, 2025","Jun 26, 2025",Complete,Traffic Incident,GATEWAY BOULEVARD NW,51 AVENUE NW,,Traffic Incident Delays,2 Hours,"Traffic Incident at the train crossing. 51 Ave  westbound at 99 St is closed, 51 Ave EB at Gateway Blvd is closed.",Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.49185093360715 53.488195976395644)
615,,"Aug 13, 2025","Aug 15, 2025",Current,101A AV Westbound Closure,101A Avenue NW,100 Street NW,100A Street NW,Directional Closure,Three Days,101A AV westbound will be closed to vehicle traffic from 30 meters east of 100A ST to 100A ST. No northbound vehicle access on 100A ST at 101A AV. Local access will be maintained.,Power Repair / Replace,Construction,Central,Road and Sidewalk,POINT (-113.49050239837139 53.542259358222395)
166,,"May 19, 2025","May 19, 2025",Complete,High Level Bridge East Approach Closure,109 Street NW,97 Street NW,88 Avenue NW,Travel Delays,11:45 pm - 12:30 pm (45 Min),Closure of the East approach to High Level bridge and the East sidewalk to accommodate the Victoria Day Royal Salute.,Artillery Salute,Special Event,Central,Road and Sidewalk,POINT (-113.51206944227012 53.52385132619415)
635,,"Aug 24, 2025","Aug 24, 2025",Complete,95 St Closure,95 Street NW,108 Avenue NW,109A Avenue NW,Total Closure,8am - 9pm,"Total closure of the folowing roads to accommodate the Festa Italiana event.
95 St, 108 Av - 109A Av; 108A Av, 94 St - 95 St; 109A Av, 94 St - 95 St;",Special Event,Special Event,Central,Road,POINT (-113.48549759117265 53.55732258796453)
326,,"Jun 23, 2025","Jun 28, 2025",Complete,High Level Bridge Closures,109 Street NW,97 Avenue NW,88 Avenue NW,Total Closure,"Nightly, 9:30pm - 6am",High Level Bridge and the east sidewalk will be closed nightly 9:30pm and 6am.,Bridge Washing and Maintenance,Construction,Central,Road and Sidewalk,POINT (-113.50853003569836 53.53418047719651)
572,,"Aug 09, 2025","Aug 09, 2025",Complete,Jasper Ave Closure,Jasper Avenue NW,100 Street NW,109 Street NW,Total Closure,Sat. Aug 9 (11am - 2pm),"Jasper Av, 100 St - 109 St will be totally closed as part of the Cariwest Parade route. No parking permitted. Vehicles will be tagged and towed.",Cariwest Parade,Special Event,Central,Road,POINT (-113.50843131099253 53.54094270944539)
255,,"Jun 05, 2025","Jun 06, 2025",Complete,#1 Single lane closure Northbound,Whitemud Drive NW,53 Avenue NW,Fox Drive NW,Travel Delays,1 Day,"June 5th from 9am - 3pm only. #1 single lane closure Northbound on Whitemud
Dr from 53 Ave to Fox Dr. Expect delays.",Guardrail Repair,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
338,,"Jun 16, 2025","Jun 27, 2025",Complete,113 Ave total closure,113 Avenue NW,83 Street NW,84 Street NW,Total Closure,1.5 weeks,"113 Ave will be total closed. Use 112 Ave, 114 Ave, or 84 St as detour.",Sewer repairs,Construction,Central,Road,POINT (-113.46879874977927 53.56275137270329)
828,,"Sep 09, 2025","Sep 13, 2025",Current,Whitemud Drive reduced to a single lane per direction,Whitemud Drive NW,53 Avenue NW,122 Street NW,Major Delays,4 Nights,Night work only from 10pm - 6am. Whitemud Dr will be reduced to a single lane per direction from 53ave to 122st due to bridge construction. Expect delays.,Bridge Construction,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
442,,"Jun 27, 2025","Jun 27, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,149 STREET NW,,Traffic Incident Delays,Unknown,Traffic Incident Whitemud Srive westbound - near 149 St.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
537,,"Jul 18, 2025","Dec 08, 2025",Current,Sidewalk and travel lane closures,116 Street,87 Avenue,89 Avenue,Travel Delays,144 Days,116 Street is reduced to a single lane southbound.  Sidewalk closure on west side of road with local access maintained.,Hoarding,Construction,Central,Road and Sidewalk,POINT (-113.5306301816127 53.522944487812836)
224,,"May 20, 2025","May 20, 2025",Complete,Traffic Incident,YELLOWHEAD TRAIL NW,ST ALBERT TRAIL NW,,Traffic Incident Delays,Unknown,Traffic Incident Yellowhead Trail eastbound - west of St. Albert Trail.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.5249490750496 53.57821620245865)
609,,"Aug 10, 2025","Aug 10, 2025",Complete,102 ST Total Closure,102 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,One Day,Total road closure (northbound and southbound) for vehicles between 06:00-18:00hrs. Local parkade(s) access will be maintained,Crane Lift,Construction,Central,Road,POINT (-113.49556974628355 53.540931215120395)
240,,"May 26, 2025","Oct 31, 2026",Current,41 Ave SW Total Closure,41 Avenue SW,91 Street,Ewing Trail,Total Closure,524 Days,41 Ave SW from 91 Street to Ewing Trail will be closed due to road construction. Local access to be maintained.  Use 25 Avenue SW,Road Construction Rehab,Construction,Southeast,Road,POINT (-113.4672879531645 53.39585395642586)
380,,"Jun 19, 2025","Jun 19, 2025",Complete,Traffic Incident,FORT ROAD NW,YELLOWHEAD TRAIL NW,,Traffic Incident Delays,Unknown,Traffic Incident Fort Road to Yellowhead Trail westbound on ramp.,Traffic Incident,Traffic Incident,Northeast,Road,POINT (-113.45291388507447 53.58066450309068)
365,,"Jun 20, 2025","Jun 22, 2025",Cancelled,50 St and 137 Ave Intersection Closure,50 Street NW,137 Avenue NW,,Total Closure,Two Nights (9PM to 9AM),50 Street and 137 Avenue intersection will be closed and all traffic sent to right turn bays. Pedestrians maintained.,Milling and Paving,Construction,Northeast,Road,POINT (-113.41342118599543 53.59704039314359)
576,,"Aug 05, 2025","Sep 16, 2025",Current,Castle Down Rd Lane Closures,CASTLE DOWNS ROAD NW,153 AVENUE NW,157 AVENUE NW,Travel Delays,6 Weeks,Castle Downs Road reduced to single lanes. Alternating sidewalk and crosswalk closures on Castle Downs Road.,Road Construction,Construction,Northeast,Road and Sidewalk,POINT (-113.51671013704353 53.61418372617451)
68,,"Apr 08, 2025","Apr 09, 2025",Complete,Sask. DR Lane Closure,Saskatchewan Drive NW,Tommy Banks Way NW,Queen Elizabeth Park Road NW,Increased Travel Time,One Night,Sask DR eastbound around to QEPR reduced to a single lane. Outside lane around the curve on QEPR closed to vehicle traffic.,Drainage Inspection/Repairs,Construction,Central,Road,POINT (-113.49477214337062 53.52384177751783)
423,,"Jun 28, 2025","Jun 28, 2025",Complete,110 Street Total Closure,110 Street NW,76 Avenue NW,77 Avenue NW,Total Closure,1 Day (9pm - 3pm),On June 28th 110 St from 76 Ave - 77 Ave will be closed. The bike lanes will remain open. Use other routes.,Concrete Repair,Construction,Central,Road,POINT (-113.51502129689503 53.51225394833979)
212,,"May 20, 2025","Aug 25, 2025",Complete,41 Ave SW Total Closure,41 Avenue SW,170 Street SW,Chappelle Way SW,Total Closure,3 Months,Starts May 20th @ 9am. 41 Ave SW from 170 St to Chappelle Way will be closed due to road construction. Local access to be maintained from either the east or west end of the closure. Follow detour route.,Road Construction Rehab,Construction,Southwest,Road,POINT (-113.61465973451136 53.39572870491767)
413,,"Jul 11, 2025","Jul 18, 2025",Complete,149 St Reduced to 1 Lane Each Way,149 Street NW,109 Avenue NW,108 Avenue NW,Travel Delays,8 Days,149 St will be reduced to 1 lane each way from 109 Av to 108 Av. Use other routes.,Emergency Drainage Repair,Construction,Northwest,Road,POINT (-113.57799188719753 53.55499851401008)
92,,"Apr 08, 2025","Apr 10, 2025",Complete,Northbound 149 St Lane Closure,149 Street NW,111 Avenue NW,112 Avenue NW,Travel Delays,3 Days,The northbound curblane on 149 St from 111 Ave - 112 Ave will be closed for an emergency watermain repair. The 111 Ave westbound to 149 St northbound turn bay will also be closed. Use other routes.,Emergency Watermain Break,Construction,Northwest,Road,POINT (-113.5779037521459 53.558835496641336)
565,,"Aug 22, 2025","Sep 05, 2025",Revised,Baturyn Rehab Stage 9,109 Street NW,171 Avenue NW,169A Avenue NW,Total Closure,Two Weeks,109 St will be closed from the South side of 171 Ave to the North side of 169A Ave. Pedestrian access will be maintained. Detour using 100 St.,Collector Rehab,Construction,Northeast,Road,POINT (-113.51141186194221 53.63292210181414)
137,,"Apr 28, 2025","Sep 05, 2025",Complete,106st Reduced to a single lane per direction,106 Street NW,36A Avenue NW,35 Avenue NW,Travel Delays,4 Months,Starts April 28th @ 9am. 106st from 36A Ave to 35Ave will be reduced to 1 lane per direction due to a drainage repair. Expect travel delays.,Drainage Repair,Construction,Southwest,Road,POINT (-113.50414568511158 53.46846350936147)
553,,"Jul 28, 2025","Aug 26, 2025",Complete,Whitemud Eastbound Reduced to a Single Lane,Whitemud Drive NW,159 Street NW,156 Street NW,Travel Delays,2 Months,Nightly from 9:30pm - 6am. Whitemud Dr EB from 159 St to 156 St will be reduced to a single lane. Expect travel delays.,Bridge Repair,Construction,Southwest,Road,POINT (-113.5966398521809 53.51188926851636)
512,,"Jul 17, 2025","Jul 17, 2025",Complete,Jasper AV Lane Closure,Jasper Avenue NW,99 Street NW,97 Street NW,Increased Travel Time,One Day,Road segment eastbound reduced to a single lane between 09:00-15:30hrs.,Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.48858103529824 53.54126615782316)
434,,"Jul 03, 2025","Jul 05, 2025",Complete,97 St; 75 Ave-76 Ave Total Closure,97 Street NW,75 Avenue NW,76 Avenue NW,Total Closure,3 Days (9am-3:30pm),97 St from 75 Ave to 76 Ave will be totally closed to vehicle traffic. Please use other routes.,Drainage Inspection,Construction,Central,Road,POINT (-113.47977066374645 53.51136210453684)
60,,"Mar 04, 2025",,Current,Reduced to single lane,34 Street NW,Sherwood Park Freeway,,Travel Delays,,34 St over Sherwood Park Freeway is reduced to a single lane each direction and speed reduced to 30km/hr for bridge repairs. No left turns onto freeway permitted. Use 17 St or 50 St for detour.,Bridge Repairs,Construction,Southeast,Road,POINT (-113.39375985844057 53.52635621525341)
330,,"Jun 11, 2025","Jun 11, 2025",Complete,,YELLOWHEAD TRAIL NW,66 STREET NW,,Traffic Incident Delays,Unkown,"Traffic Incident - Accident Yellowhead Trail Eastbound east of 66 St. Right lane is blocked, stay left.",Traffic Incident,Traffic Incident,Northwest,Road,POINT (-113.5249490750496 53.57821620245865)
601,,"Jul 31, 2025","Jul 31, 2025",Complete,Traffic incident,51 AVENUE NW,108A STREET NW,106A STREET NW,Travel Delays,Unknown,"Traffic incident on 51 ave, one lane open for WB traffic and EB lanes blocked. Emergency responders at the scene",Traffic incident,Traffic Incident,Central,Road,POINT (-113.5061045749019 53.48825857798953)
492,,"Jul 14, 2025","Jul 14, 2025",Complete,116 Street Delays,116 Street NW,Jasper Avenue NW,,Travel Delays,"1 Day, 9am-330pm",Southbound 116 St through traffic and left turns will share a single lane and flaggers will be on site. Expect delays.,Utility Work,Construction,Central,Road,POINT (-113.52755715870941 53.52467556860147)
356,,"Aug 16, 2025","Aug 17, 2025",Revised,107 Av Traffic Circle Reduced 1 Lane All Ways,107 Avenue NW,142 Street NW,,Travel Delays,2 Days,The traffic circle on 107 Av at 142 St will be reduced to 1 lane in all directions on August 16 and 17 for drainage repairs. Use other routes.,Drainage Repairs,Construction,Northwest,Road,POINT (-113.5658248043199 53.55100849756103)
44,,"Apr 02, 2025","Apr 11, 2025",Complete,#1 Single lane Closure Westbound,Whitemud Drive NW,Calgary Trail NW,111 Street NW,Travel Delays,10 Days,"#1 Lane closure on Whitemud Drive Westbound from Calgary Trail to 111st. Lane
closure limited to off-peak hours only. Speed reduced accordingly. Expect travel
delays.",WATER VALVE INSTALL,Construction,Southwest,Road,POINT (-113.49711015174661 53.48043757573001)
159,,"Apr 24, 2025",,Complete,Traffic Incident,WHITEMUD DRIVE NW,122 STREET NW,,Traffic Incident Delays,Unknown,Traffic Incident - Whitemud Drive Westbound left lane is blocked due to a collision west of 122 St. Stay right.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
165,,"Jun 03, 2025","Jun 06, 2025",Complete,Drainage Inspection,Whitemud Drive NW,111 Street NW,,Travel Delays,4 Day,"#1 Eastbound lane closure on Whitemud Drive at the 111st underpass due to a
Drainage inspection. Lane closure limited to off-peak hours only. Speed reduced
accordingly. Expect travel delays",Drainage Inspection,Construction,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
788,,"Aug 30, 2025","Aug 31, 2025",Complete,"82 Ave, 111 St - 112 St Traffic Split",82 Avenue NW,111 Street NW,1132 Street NW,Travel Delays,1 Night(9pm - 9am),The westbound lanes on 82 Ave from 111 St - 112 St will be closed. Two-way traffic will be split and maintained on the eastbound lanes. The North sidewalk will be closed and detoured. Please use other routes.,Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.5178213453063 53.518110742891764)
640,,"Aug 23, 2025","Aug 24, 2025",Complete,118 St Total Closure,118 Street NW,87 Avenue NW,89 Avenue NW,Total Closure,2 Days (6am - 9pm),118 St from 87 Ave - 89 Ave will be closed daily from 6am - 9pm. Local access maintained to the Windsor Park School and park. Use other routes.,Crane Removal,Construction,Central,Road and Sidewalk,POINT (-113.53429229180627 53.52289596537129)
156,,"Apr 28, 2025","May 23, 2025",Complete,Road Closure,81 Avenue NW,105 Street NW,Calgary Trail,Total Closure,1 Month,81 Avenue will be closed between 105 Street and 104 Street ( Calgary Trail).,Construction,Construction,Central,Road,POINT (-113.50046426912009 53.517080484518274)
708,,"Aug 29, 2025","Aug 29, 2025",Current,111 AV Lane Closure,111 Avenue NW,105 Street NW,102 Street NW,Increased Travel Time,One Day,111 AV eastbound will be reduced to a single lane between 09:00-15:30hrs.,Drainage Maintenance,Construction,Central,Road,POINT (-113.50105662474297 53.558908021307765)
439,,"Jun 30, 2025","Jul 10, 2025",Complete,113 Ave total closure,113 Avenue NW,79 Street NW,80 Street NW,Total Closure,11 days,"113 Ave will be total closed from 79 St to 40m west. Use 112 Ave as detour. Urgent care clinic underground parking entrance to remain open, accessible from the west.",Telecom repair,Construction,Central,Road and Sidewalk,POINT (-113.46252447500305 53.56274103829612)
662,,"Aug 20, 2025","Aug 21, 2025",Current,109 Street High Level Bridge Detour,109 Street NW,97 Avenue NW,,Total Closure,One Night,"Wednesday August 20th, 9pm to 6am, the east access to High Level Bridge, will be closed. Follow the marked detour to the west access.",Construction,Construction,Central,Road,POINT (-113.50853003569836 53.53418047719651)
545,,"Jul 24, 2025","Jul 25, 2025",Complete,Eastbound and Southbound left turn ban,Ellerslie Road SW,111 Street SW,,Travel Delays,1 Night,9:30pm - 6am only. Left turns will be banned for Southbound and Eastbound traffic at the Ellerslie Rd & 111 St SW intersection. Expect delays.,Drainage Maintenance,Construction,Southwest,Road,POINT (-113.5165478322306 53.42491779186294)
683,,"Aug 20, 2025","Sep 03, 2025",Current,Total closure in front of 11818 -37 STREET from 118 ave to 119 ave,137 Street,118 Street,119 Street,Total Closure,13 days,Total closure in front of 11818 -37 STREET from 118 ave to 119 ave. Detour on 38 street.,DRAINAGE REPAIR REPLACE,Construction,Northeast,Road and Sidewalk,POINT (-113.39840449148537 53.570370147982196)
782,,"Aug 29, 2025","Sep 02, 2025",Complete,106 Ave westbound directional closure,106 Avenue NW,115 Street NW,116 Street NW,Directional Closure,6 days,106 Ave will be directionally closed westbound between 9am - 3:30pm daily from 115 St to 116 St,Tree removal/planting,Construction,Central,Road,POINT (-113.51947858351363 53.54980670086129)
467,,"Jul 09, 2025","Aug 01, 2025",Complete,53 Ave reduced to one lane per direction,53 Avenue NW,Whitemud Drive NW,Riverbend Road NW,Travel Delays,3 Weeks,Starts July 9th. 53 Ave will be reducted to 1 lane per direction from Whitemud Dr to East of Riverbend Rd due to road construction. Expect travel delays.,Road Construction,Construction,Southwest,Road,POINT (-113.57793077403797 53.490242189940886)
101,,"Apr 09, 2025","Apr 09, 2025",Complete,Traffic Incident,ST ALBERT TRAIL NW,137 AVENUE NW,,Traffic Incident Delays,Unknown,Traffic Incident St. Albert Tr southbound at 137 Ave. Left lanes blocked.,Traffic Incident,Traffic Incident,Northwest,Road,POINT (-113.57465787750535 53.599319875160205)
128,,"Apr 25, 2025","Apr 27, 2025",Complete,53 Ave to WMD SB on ramp closure,53 Avenue NW,Whitemud Drive NW,,Directional Closure,2 Nights,April 25th & 26th Nightly from 9pm - 9am. 53ave to Whitemud Dr SB on ramp will be closed due to a girder erection. Follow detour route.,Girder Erection,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
461,,"Jul 12, 2025","Jul 12, 2025",Complete,101 St; 82 Ave to 83 Ave - Closure,101 Street NW,Whyte Avenue NW,83 Avenue NW,Total Closure,1 Day (9:30 to 16:30),101 Street from Whyte Ave to 83 Avenue will be closed on July 12th from 9:30 to 16:30 for a special event. Please use other routes.,Special Event,Special Event,Central,Road,POINT (-113.4912825161539 53.51906336543975)
71,,"Apr 07, 2025","Mar 31, 2026",Current,Ellerslie Rd SW Closure,Ellerslie Road SW,Charlesworth Way SW,17 Street SW,Total Closure,12 Months,Ellerslie Rd will be closed from Charlesworth Way to 17 St including through the 34 St intersection.,Road Reconstruction,Construction,Southeast,Road and Sidewalk,POINT (-113.36830464832478 53.424892530466785)
215,,"May 14, 2025","May 14, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,122 STREET NW,,Traffic Incident Delays,Unknown,Stalled car in the right lane Eastbound Whitemud Drive on the Rainbow Valley Bridge.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
270,,"May 31, 2025","Jun 09, 2025",Complete,Lane Closure,Scona Road NW,95A Avenue NW,93 Avenue NW,Travel Delays,10 Days,North bound  middle lane on Scona Road  between 95A avenue and 93 Avenue will be closed.,Construction,Construction,Central,Road,POINT (-113.48508458290378 53.53296398452006)
314,,"Jun 20, 2025","Jun 21, 2025",Complete,107 St Closure,107 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,Fri at noon - Sat at 8am,"Starts Fri June 20 at noon until Sat Jun 21 at 8am. 107 St, Jasper Ave - Alley north of Jasper Ave closed. Parking ban in effect. Audrey's Books Summer Solstice Celebration.",Special Event,Special Event,Central,Road,POINT (-113.50476415634692 53.54093108036286)
680,,"Aug 23, 2025","Aug 24, 2025",Complete,Single Lane closure Westbound,Whitemud Drive Nw,122 Street NW,Terwillegar Drive NW,Travel Delays,1 Night,Night work from 10pm - 9am only. Whitemud Dr Westbound from 122st to Terwillegar Dr will be reduced to a single lane due to bridge construction. Expect Travel delays.,Bridge Construction,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
815,,"Sep 07, 2025","Sep 08, 2025",Current,Total closure of 50 Street NB/SB bridge over Whitemud Drive.,50 STREET NW,Whitemud Drive,,Increased Travel Time,1 Night (20:00 - 6:00),"The 50 Street bridge over Whitemud Drive will be closed in both directions starting September 7, 2025, at 8 p.m. until September 8, 6:00 a.m. for bridge construction. Please use alternate routes.",Bridge Construction,Construction,Southeast,Road and Sidewalk,POINT (-113.41795115236478 53.53768539739798)
861,,"Sep 20, 2025","Oct 05, 2025",Current,104 AV Lane Closure,104 Avenue NW,102 Street NW,101 Street NW,Increased Travel Time,Two Weeks,104 AV eastbound will be reduced to a single lane between 102-101 ST.,Power Repair/Replace,Construction,Central,Road,POINT (-113.49553384677675 53.54618111099898)
657,,"Aug 18, 2025","Aug 24, 2025",Current,118 AV Lane Closures,118 Avenue NW,94 Street NW,95A Street NW,Increased Travel Time,One Week,Alternating lane closures on 118 AV eastbound and westbound at 95 ST.,Crosswalk Repairs,Construction,Central,Road,POINT (-113.48576288255836 53.57038858839272)
480,,"Jul 12, 2025","Aug 03, 2025",Complete,Single lane clousure per direction,Whitemud Drive NW,Anthony Henday Drive NW,178 Street NW,Travel Delays,5 Nights,"July 12th - 13th, July 25th - 27th & Aug 1st - 3rd from 10pm - 9am only. Single lane closure per direction on Whitemud Dr from Anthony Henday Dr to 178 st. Expect travel delays.",Jersey wall repair,Construction,Southwest,Road,POINT (-113.62994081178164 53.51212071587992)
356,,"Aug 16, 2025","Aug 17, 2025",Revised,107 Av Traffic Circle Reduced 1 Lane All Ways,107 Avenue NW,142 Street NW,,Travel Delays,2 Days,The traffic circle on 107 Av at 142 St will be reduced to 1 lane in all directions on August 16 and 17 for drainage repairs. Use other routes.,Drainage Repairs,Construction,Northwest,Road,POINT (-113.55718807903791 53.55188566781674)
798,,"Sep 02, 2025","Sep 06, 2025",Current,118 AV Lane Closures,118 Avenue NW,Wayne Gretzky Drive NW,76 Street NW,Increased Travel Time,Five Days,118 AV westbound and eastbound single lane closures.,Water Repairs,Construction,Central,Road,POINT (-113.4528958656104 53.57022367325889)
732,,"Aug 27, 2025","Aug 28, 2025",Current,53 Ave to WMD SB Ramp Closure,53 Avenue NW,Whitemud Drive NW,,Total Closure,1 Night,Night work only from 10pm to 6am. 53 Ave to WMD SB ramp will be closed due to a pavement marking install. Use detour route.,Pavement Marking Install,Construction,Southwest,Road,POINT (-113.57201214645684 53.4904075775731)
87,,,,Complete,Traffic Incident Delays,WHITEMUD DRIVE NW,FOX DRIVE NW,,Traffic Incident Delays,,Stalled vehicle Whitemud Drive westbound - west of Quesnell Bridge. Centre lane is blocked.,Traffic Incident Delays,Traffic Incident,Southwest,Road,POINT (-113.56559641293937 53.502879927141066)
262,,"Jun 02, 2025","Jun 28, 2025",Complete,Lane Closure,93 Avenue NW,96 Street NW,94 Street NW,Total Closure,26 Days,93 Ave will be closed between 96 Street and 94 Street.,Construction,Construction,Central,Road,POINT (-113.47420057333731 53.52896281440845)
704,,"Aug 22, 2025","Aug 25, 2025",Complete,Special Event - Canada National Lion Dance Sport Championship,96 Street NW,102 Avenue NW,103 Avenue NW,Total Closure,4 Days,Starts Friday August 22 @ 9am to Monday August 25th @ 1pm. 96 St closed from 102 Ave to 103 Ave due to special event. Parking ban in effect. Detour using other routes.,Special Event,Special Event,Central,Road,POINT (-113.48252888648076 53.54466771588762)
544,,"Jul 24, 2025","Jul 24, 2025",Complete,Lane Closures,99 Street NW,88 Avenue NW,91 Avenue NW,Major Delays,9:00 am - 3:30 pm,"The northbound and southbound center lanes on 99 Street, between 88 Avenue and 91 Avenue, will be closed. During this period, one lane of traffic will remain open for both directions.",Construction,Construction,Central,Road and Sidewalk,POINT (-113.48608657705189 53.52636589317671)
585,,"Aug 16, 2025","Aug 17, 2025",Complete,2025 City Marathon 1/4,Jasper Avenue NW,95 Street NW,99 Street NW,Total Closure,Sat 6am - Sun 8pm,"Special Event. Total closure of Jasper Av, 99 St - 95 St.",Edmonton Marathon,Special Event,Central,Road,POINT (-113.4787396494315 53.54514187236652)
445,,"Jul 03, 2025","Nov 14, 2025",Current,66 St and 167 Ave North Leg Detour,66 Street NW,167 Avenue NW,,Directional Closure,4.5 Months,"After 9PM, Southbound 66 St will be on a detour road routed to Westbound 167 Ave only. No access to 66 St, South of 167 Ave or Eastbound 167 Ave from 66 St. East side sidewalk closed and detoured through McConachie neighbourhood",66 St and 167 Ave Roundabout,Construction,Northeast,Road and Sidewalk,POINT (-113.44028385424735 53.56364674611361)
800,,"Aug 29, 2025","Sep 05, 2025",Emergency,119 St Emergency Total Closure,119 Street NW,Kingsway NW,115 Avenue NW,Total Closure,1 Week,119 St will be closed just from 115 Av - Kingsway for Emergency repairs. Local business access is maintained. Use other routes.,Emergency Subsidence Repair,Construction,Central,Road,POINT (-113.52647710906238 53.568492035234314)
488,,"Jul 09, 2025","Jul 14, 2025",Complete,YHT WB to St. Albert Trail Off-Ramp Closure,Yellowhead Trail NW,St Albert Trail NW,,Total Closure,Four Days,"Wednesday 9PM to Thursday at 6AM plus Thursday at 9PM continuously to Saturday at 9AM, Yellowhead Trail Westbound to St. Albert Trail Off-Ramp will be closed. Detour using mid-block access between 127 Street or detour using 149 Street to 128 Avenue.",Utility Installation,Construction,Northeast,Road,POINT (-113.5249490750496 53.57821620245865)
819,,"Sep 04, 2025","Sep 05, 2025",Complete,Single Lane closure Eastbound,Whitemud Drive NW,53 Avenue NW,122 Street NW,Major Delays,1 Night,Night work only from 10am - 6am. Whitemud Dr EB will be reduced to a single lane due to a pavement marking weave installation. Expect Major delays.,Pavement Marking Install,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
183,,"May 24, 2025","May 24, 2025",Complete,Shoppers Drug Mart Run for Women,Fort Edmonton Park Road,,Fox Drive,Travel Delays,6 a.m. to 6 p.m.,Beginning at 6 a.m. to 6 p.m. Fort Edmonton Park Road eastbound is reduced to one lane to support the Shoppers Drug Mart Run for Women Special Event.,Special Event,Special Event,Central,Road,POINT (-113.5679927186295 53.50411229585919)
619,,"Aug 15, 2025","Aug 18, 2025",Current,118 AV Lane Closures,118 Avenue NW,Wayne Gretzky Drive NW,79 Street NW,Increased Travel Time,Four Days,Alternating lane closures for both eastbound and westbound traffic.,Bridge Washing,Construction,Central,Road,POINT (-113.4528958656104 53.57022367325889)
552,,"Jul 23, 2025","Aug 29, 2025",Complete,156 St Bridge Travel Delays,156 Street NW,79A Avenue NW,77A Avenue NW,Travel Delays,2 Months,Starts July 23 @ 9am. 156st Bridge over WMD will be reduced to a single lane per direction due to bridge repair work. Expect travel delays.,Bridge Repair,Construction,Southwest,Road,POINT (-113.59034957742045 53.512765492704645)
306,,"Jun 15, 2025","Jun 19, 2025",Complete,WMD WB to TWD SB Ramp Closure,Whitemud Drive NW,Terwillegar Drive NW,,Total Closure,2 Nights,Night of June 15th & 18th only from 9:30pm - 6am. Whitemud Drive WB to Terwillegar Dr SB ramp will be closed due to a pavement marking install. Follow detour route.,Pavement marking Install,Construction,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
