Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
630,,"Aug 23, 2025","Aug 23, 2025",Complete,Groat Rd Closure,Groat Road NW,107 Avenue NW,River Valley Road NW,Total Closure,1 Day (6 am - 2pm),Groat Road from 107 Ave to River Valley Road will be closed. 107 Avenue overtop of Groat Road will be split to the North side of the bridge deck.,Do North - Special Event,Special Event,Central,Road,POINT (-113.53686440013828 53.53798523953657)
777,,"Sep 03, 2025","Sep 03, 2025",Complete,108 St Closure,108 Street NW,102 Avenue NW,104 Avenue NW,Total Closure,5am - 5pm,Starts Wed Sept 3rd at 5am until 5pm. 108 St closed from 102 Ave - 104 Ave. 102 Ave closed from alley east to alley west of 108 St. 103 Ave cross traffic will remain open. Detour using other route.,Special Event - Downtown Campus Road Party,Special Event,Central,Road,POINT (-113.5065856454943 53.54301569836126)
379,,"Jul 28, 2025","Dec 21, 2025",Current,Bridge Rehabilitation,Low Level Bridge,Connors Rd NW,McDougall Hill NW,Total Closure,5 Months,Northbound Traffic across the Low Level Bridge will be closed starting July 21 to rehabilitate the Southbound portion of the Bridge.  Southbound lanes will use the NB bridge and all northbound traffic will detour via the James MacDoanld Bridge,Bridge Rehabilitation,Construction,Central,Road and Sidewalk,POINT (-113.48798598254763 53.5383417480588)
146,,"Apr 28, 2025","May 02, 2025",Complete,Reduced to Single Lane under Flagperson Control,Rowland Road NW,84 Street NW,87 Street NW,Increased Travel Time,9am - 2pm,"Dawson Br reduced to single lane, two way traffic maintained under flagperson
control. Detour using other route",Bridge Maintenance,Construction,Central,Road,POINT (-113.45710449785884 53.549364414253695)
422,,"Jul 03, 2025","Jul 04, 2025",Complete,95 ST Lane Closure,95 Street NW,105 Avenue NW,106 Avenue NW,Increased Travel Time,Two Days,95 ST northbound reduced to a single lane between 09:00-15:30hrs daily. Keep right.,Drainage Maintenance,Construction,Central,Road,POINT (-113.48120173197951 53.54958699426851)
258,,"May 29, 2025","May 29, 2025",Complete,Traffic Incident,YELLOWHEAD TRAIL NW,107 STREET NW,,Traffic Incident Delays,Unknown,Traffic Incident Yellowhead Trail westbound - east of 107 St. Left lane blocked.,Traffic Incident,Traffic Incident,Northeast,Road,POINT (-113.5249490750496 53.57821620245865)
733,,"Aug 27, 2025","Aug 28, 2025",Complete,WMD EB reduced to a single lane,Whitemud Drive NW,53 Avenue NW,Terwillegar Drive NW,Travel Delays,1 Night,Night work only from 10pm to 6am. Whitemud Dr EB from 53ave to Terwillegar Dr will be reduced to a single lane. Expect travel delays.,Pavement Marking Install,Construction,Southwest,Road,POINT (-113.5708197261924 53.48248635019089)
201,,"May 12, 2025","Aug 13, 2025",Complete,Single lane closure Southbound,Winterburn Road NW,Glastonbury Boulevard NW,Whitemud Drive NW,Travel Delays,3 Months,Starts May 12th. Winterburn Road Southbound will be reduced to 1 lane at South West Granville Crossing. Southbound through traffic to use left turning lane. Southbound left turns will be ban. Expect travel delays.,Road Construction,Construction,Southwest,Road,POINT (-113.68853408923029 53.50489965963653)
89,,"Apr 26, 2025","Apr 26, 2025",Complete,148 Street Closure,148 Street NW,98 Avenue NW,Summit Drive NW,Total Closure,2 Hours (9:30 am - 11:30 am),"Total closure of 148 St, 98 Av - Summit Dr to support the Hike for Pilgrims Hospice event.",Special Event,Special Event,Northwest,Road,POINT (-113.57627383230975 53.5412319961544)
863,,"Sep 09, 2025","Sep 09, 2025",Complete,,GATEWAY BOULEVARD NW,19 AVENUE NW,,Traffic Incident Delays,Uknown,Traffic Incident Gateway Blvd at 19 Ave.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.49252916159878 53.44579664327745)
389,,"Jun 26, 2025","Jun 26, 2025",Complete,112 St; Jasper Ave to 102 Ave - Closure,112 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,1 Day (9 am to 4 pm),Total closure of 112 St from 102 Av to the lane North of Jasper Av.,Special Event,Special Event,Central,Road,POINT (-113.51393567263678 53.54093954053306)
753,,"Aug 24, 2025","Aug 29, 2025",Current,120 AV Total Closure,120 Avenue NW,97 Street NW,101 Street NW,Total Closure,Five Days,120 AV closed to both eastbound and westbound vehicle traffic. Detour using other routes.,Water Repairs,Construction,Central,Road,POINT (-113.49210292334816 53.57334616261401)
196,,"Apr 28, 2025","Jul 15, 2025",Current,Reduced to single lane PM peak,23 Avenue NW,57 Street NW,85 Street NW,Travel Delays,2.5 months,23 Ave WB will be reduced to a single lane daily from 9am - 6:30pm. Sidewalk closed on the N/S of 23 Ave. Pedestrians detoured to the S/S of 23 Ave.,SUP install,Construction,Southeast,Road and Sidewalk,POINT (-113.45995900308766 53.45190541716432)
148,,"Apr 29, 2025","Apr 30, 2025",Complete,Yellowhead Trail Service Rd Closure,Yellowhead Trail NW,142 Street NW,St Albert Trail NW,Total Closure,1 Night (9 pm - 6 am),Total closure of the Yellowhead Tr EB service road from 142 St to St Albert Trail including the on-ramp to YHT EB.,YHT Freeway Conversion,Construction,Northwest,Road,POINT (-113.5659358333032 53.58100729478226)
4,,"Feb 03, 2025","May 05, 2025",Complete,118 St Closed N/O Jasper Ave,118 Street NW,Jasper Avenue,,Total Closure,3 Months,118 St closed from Jasper Ave to approx. 30m north of Jasper Ave including the east sidewalk. North crosswalk closed at 118 St / Jasper Ave. Westbound right lane of Jasper Ave closed at 118 St.,Drainage Shaft Installation,Construction,Central,Road and Sidewalk,POINT (-113.52498040532097 53.54094181611859)
176,,"May 07, 2025","Aug 22, 2025",Current,101 Av - Ravine Dr Recuded to 1 Lane,101 Avenue NW,Ravine Drive,,Travel Delays,4 Months,101 Av and Ravine Dr will be reduced to 1 lane with a yield to oncoming traffic setup. Use other routes.,Drainage Maintenance,Construction,Northwest,Road,POINT (-113.45671735268456 53.54138838906971)
604,,"Aug 01, 2025",,Current,113 St Southbound One-Way Conversion,113 Street NW,106 Avenue NW,111 Avenue NW,Directional Closure,Permanent Change,113 St will be converted to a permanent wouthbound one-way road. Northbound 113 St will be permanently closed.,Active Mode Installation,Construction,Central,Road,POINT (-113.51579493699072 53.54980850922786)
852,,"Sep 10, 2025","Sep 13, 2025",Current,78 Ave; 96 St-97 St Total Closure,78 Avenue NW,96 Street NW,97 Street NW,Total Closure,4 Days (24/7),78 Ave to be totally closed in front of 9645 between 96 St to 97 St.,Water Line Install,Construction,Central,Road and Sidewalk,POINT (-113.47675179046384 53.51420342633535)
345,,"Jun 23, 2025","Jul 03, 2025",Complete,Eastbound University Ave Lane Closure,University Avenue NW,115 Street NW,114 Street NW,Travel Delays,10 Days,On June 23 @ 19:00 the eastbound University Ave north turn bay and north travel lane will be closed from 115 St to 114 St. Eastbound to northbound left turn will be banned at 114 St. Use other routes.,LRT Track Repair,Construction,Central,Road,POINT (-113.52884402100275 53.51697419868826)
290,,"Jun 09, 2025","Jun 30, 2025",Complete,Lane Closure,98 Avenue NW,93 Street NW,96A Street NW,Major Delays,21 Days,"98 Avenue, between 93 Street and 96A Street, will be reconfigured to accommodate one lane of traffic in each direction.",Construction,Construction,Central,Road and Sidewalk,POINT (-113.47637961059768 53.537881474589405)
287,,"Jun 17, 2025","Jun 17, 2025",Complete,102 Av Lane Closure,102 Avenue NW,125 Street NW,,Travel Delays,"1 Day, 9am - 3pm",102 Av will be reduced to a single lane and No Left turns permitted at 125 St. Use other routes.,Tree Maintenance,Construction,Central,Road and Sidewalk,POINT (-113.53766712910038 53.543020363355105)
159,,"Apr 24, 2025",,Complete,Traffic Incident,WHITEMUD DRIVE NW,122 STREET NW,,Traffic Incident Delays,Unknown,Traffic Incident - Whitemud Drive Westbound left lane is blocked due to a collision west of 122 St. Stay right.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
54,,"Apr 03, 2025","Aug 15, 2025",Current,Various lane closures,50 Street,Jamha Road,52 Avenue,Increased Travel Time,135 Days,50 St will be reduced in capacity between Jamha Road and 52 Avenue in various phases for bridge rehabilitation construction. Use other routes.,Bridge Rehabilitation,Construction,Southeast,Road and Sidewalk,POINT (-113.41801780110136 53.48489144058176)
455,,"Jul 03, 2025","Jul 24, 2025",Complete,122 Av/131 St Intersection Closure,122 Avenue NW,131 Street NW,,Total Closure,3 Weeks,"The intersection of 122 Av and 131 St will be closed.Use other routes. Local pedestrian access maintained, follow signage on site.",Road Reconstruction,Construction,Central,Road and Sidewalk,POINT (-113.54854745933154 53.57437963105872)
670,,"Aug 31, 2025","Aug 31, 2025",Complete,98 St Closure,98 Street NW,105 Avenue NW,107A Avenue nW,Total Closure,9am - 430pm,Starts Sunday Aug 31 at 9am to 430pm. 98 St closed from 105 Ave - 107A Ave due to special event. Parking ban in effect. Detour using other route.,Special Event - Chinatown Summer Festival,Special Event,Central,Road,POINT (-113.4909387021817 53.552245315573316)
111,,"Apr 13, 2025","Apr 13, 2025",Complete,Yellowhead Trail Lane Closure,Yellowhead Trail NW,127 Street NW,St Albert Trail NW,Travel Delays,4 Hours,"Yellowhead Trail WB, 127 St - St Albert Tr will be reduced to a single lane from 9 am - 1 pm.",Pavement Marking Realignment,Construction,Northwest,Road,POINT (-113.54124322478002 53.58070508980353)
24,,"Mar 25, 2025","Mar 28, 2025",Complete,Westbound Yellowhead Trail Lane Closure,Yellowhead Trail NW,97 Street NW,107 Street NW,Travel Delays,1 Week,"Starting March 25 Westbound Yellowhead Trail from 97 St - 107 St will
be reduced to two lanes. Use other routes",Underground Investigation,Construction,Northeast,Road,POINT (-113.50547563243887 53.581336959825904)
457,,"Jul 16, 2025","Jul 19, 2025",Complete,97 ST Lane Closures,97 Street NW,116 Avenue NW,118 Avenue NW,Increased Travel Time,Four Days,97 ST northbound at 118 AV will be reduced to single lane (09:00-15:30hrs) and reduced to two lanes outside of these hours. 118 AV eastbound will be reduced to single lane eastbound.,Grind & Pave,Construction,Central,Road and Sidewalk,POINT (-113.49203430163989 53.57038968237327)
323,,"Jun 21, 2025","Jun 21, 2025",Complete,Blatchford Rd Closure,Blatchford Road NW,Airport Road NW,Control Tower Way NW,Total Closure,8am - 5pm,"Total closure of Blatchford Road to accommodate the Blatchford community Sale
Event.",Special Event,Special Event,Central,Road,POINT (-113.51977515555754 53.567736416452256)
826,,"Sep 05, 2025","Sep 26, 2025",Current,114 Street Total Closure,114 Street NW,50 Avenue NW,49 Avenue NW,Total Closure,3 Weeks,114 Street from 50 Ave to the alley south of 50 ave will be closed for a waterline installation. Please use other routes.,Waterline Installation,Construction,Central,Road,POINT (-113.52424262420448 53.48732723305164)
508,,"Jul 16, 2025","Jul 28, 2025",Complete,"SB 108 St Closed, 102 Ave - Alley N/O Jasper Ave",108 Street NW,102 Avenue NW,Jasper Avenue,Directional Closure,13 Days,Southbound 108 St closed from 102 Ave to the alley north of Jasper Ave. Additional delays during off-peak hours in the 102 Ave/108 St intersection with northbound 108 St left turns banned.,Power Install,Construction,Central,Road,POINT (-113.5065856454943 53.54301569836126)
790,,"Sep 03, 5025","Sep 05, 2025",Current,50 St Split to East,50 Street NW,121 Avenue NW,118 Avenue NW,Travel Delays,Three Days,50 St split to the East side from South of 118 Ave to South of 121 Ave.,50 St Split to East,Construction,Northeast,Road,POINT (-113.41857448744679 53.57035036835398)
496,,"Jul 15, 2025","Jul 16, 2025",Complete,100 Av Closure,103 Avenue NW,120 Street NW,121 Street NW,Total Closure,"1 Night, 10pm - 6am","103 Av closed, 120 - 121 St with local access maintained.",Utility Work,Construction,Central,Road,POINT (-113.5286463110313 53.54461860976621)
334,,"Jun 16, 2025","Jun 27, 2025",Complete,Single lane closures per direction,Whitemud Drive NW,178 Street NW,,Travel Delays,2 Weeks,Nightly from 10am - 6am. Whitemud Dr at 178 St will be reduced to a single lane per direction due to bridge maintenance. Speed reduction to remain in place full time. Expect travel delays.,Bridge Maintenance,Construction,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
472,,"Jul 14, 2025","Jul 31, 2025",Current,99 Av Closure,99 Avenue NW,148 Street NW,149 Street NW,Total Closure,2.5 Weeks,99 Av will be closed from 148 St to 149 St. Use other routes.,Water Line Install,Construction,Northwest,Road,POINT (-113.57625664027418 53.537715419237756)
283,,"Jun 14, 2025","Jun 16, 2025",Complete,Single Lane closure Westbound,23 Avenue NW,119 Street NW,,Travel Delays,3 Days,Single lane closure on 23ave Westbound just east of 119st due to a water valve repair. Closure to go through AM peak. Expect travel delays.,Water Valve Repair,Construction,Southwest,Road,POINT (-113.53408700489129 53.45399520020516)
660,,"Aug 15, 2025","Aug 29, 2025",Current,156 Street Gas Leak,156 Street NW,111 Avenue NW,113 Avenue NW,Travel Delays,2 Weeks,"The Inside lanes of 156 Street at 112 Avenue are closed and cross traffic is closed, reduced to a right turn only on 112 Avenue due to a gas leak.  Detour using 149 Street",Gas Leak,Construction,Northwest,Road,POINT (-113.59053704879825 53.55893438935895)
410,,"Jul 04, 2025","Jul 07, 2025",Complete,Intersection of 149 St and 111 Av Closure,149 Street NW,111 Avenue NW,,Total Closure,3 Nights (8pm to 8am),The intersection of 149 St & 111 Av will be closed on July 4 and 5 with July 6 as a possible backup day. Use other routes.,Grind and Pave,Construction,Northwest,Road,POINT (-113.57844844539895 53.550321950782795)
107,,"Apr 15, 2025","Nov 30, 2025",Current,"South Access Closure at ""114 St"" & 104 Ave",104 Avenue NW,116 Street NW,112 Street NW,Total Closure,7.5 Months,"Total closure of south access at ""114 St"" & 104 Ave. 
For more information, visit marigoldinfra.ca/current-construction-notices/ or Edmonton.ca/projects_plans/transit/valley-line-west",West LRT Construction,Construction,Central,Road and Sidewalk,POINT (-113.5212753027275 53.54631638846449)
362,,"Jun 17, 2025","Jun 17, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,111 STREET NW,,Traffic Incident Closure,Unknown,Traffic Incident  - Semi truck blocking the eastbound lanes and part of the 111 St off ramp. Major dealys.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
689,,"Aug 25, 2025","Sep 06, 2025",Current,SB 100 St; 83 Ave-80 Ave,100 Street NW,83 Avenue NW,80 Avenue NW,Directional Closure,2 Weeks,SB 100 St from 83 Ave to 80 Ave will be closed to vehicle traffic. Please use other routes.,ROAD CONSTRUCTION NEW,Construction,Central,Road,POINT (-113.48870374578067 53.51905448085253)
562,,"Aug 11, 2025","Aug 01, 2026",Current,Rainbow Valley Bridge Work,Whitemud Drive NW,53 Avenue NW,122 Street NW,Increased Travel Time,Long term Project,Traffic is split over the north bridge deck of Rainbow Valley Bridge. Two lanes will be maintained through the construction zone.,Terwillegar Dr Proj Stage 2,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
476,,"Jul 03, 2025","Aug 01, 2025",Complete,SB 99 St south of 62 Ave Single Lane,99 Street NW,62 Avenue NW,60 Avenue NW,Travel Delays,1 Month (24/7),SB 99 St reduced to a single lane just south of 62 Ave.,Drainage Repair Replace,Construction,Central,Road,POINT (-113.48617606248756 53.49835519767545)
463,,"Aug 06, 2025","Aug 14, 2025",Current,163 St Closed SB,163 Street NW,Stony Plain Road,102 Avenue NW,Directional Closure,8 Days,163 St will be closed SB from 102 Av to Stony Plain Rd. Use other Routes.,Sewer Repairs,Construction,Northwest,Road,POINT (-113.60266862917503 53.54129100137305)
375,,"Jul 04, 2025","Jul 07, 2025",Complete,102 Street total closure,102 Street NW,102 Avenue NW,Jasper Avenue NW,Total Closure,4 days (Jul 4 7pm - Jul 7 6am),"102 St, from 60m south of 102 Ave to 100m north of Jasper Ave will be total closed. YMCA Parkade and Manulife Parkade accessible from 102 Ave. Commerce Place Parkade accessible from Jasper Ave. West sidewalk closed. Setup Jul 4 @7pm. Removed Jul 7 by 6am.",Building Maintenance,Construction,Central,Road and Sidewalk,POINT (-113.49556191937492 53.54308116488235)
675,,"Oct 01, 2025","Oct 31, 2025",Current,90 Av Reduced to 1 Lane EB,90 Avenue NW,175 Street NW,178 Street NW,Travel Delays,1 Month,90 Av will be reduced to 1 lane EB between 175 St to 178 St for approxiamtely 1 month. Use other routes.,Power Duct Repair,Construction,Northwest,Road,POINT (-113.62357914560998 53.52496072414411)
