election_date,state,county_name,jurisdiction,precinct_name,location_type,name,address
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 053,polling_place,Carol Stream Pk Dist - Fountain View,"910 N Gary Ave, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 054,polling_place,Seasons 4 Clubhouse,"921 Springfield Dr, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 055,polling_place,Clauss Recreation Center,"555 W Bryn Mawr Ave, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 056,polling_place,Bloomingdale Fire Dist No 1,"179 S Bloomingdale Rd, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 057,polling_place,Marquardt School Dist 15 - Admin Ctr,"1860 Glen Ellyn Rd, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 058,polling_place,Carol Stream Public Library,"616 Hiawatha Dr, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 059,polling_place,Comm Consol Sch Dist 93,"230 Covington Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 060,polling_place,Carol Stream Public Library,"616 Hiawatha Dr, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 061,polling_place,Bloomingdale Pk Dist - Johnston Ctr,"172 S Circle Ave, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 062,polling_place,Roselle Public Works Dept,"474 Congress Cir N, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 063,polling_place,Glenside Public Library,"25 E Fullerton Ave, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 064,polling_place,Glendale Lakes Golf Club,"1550 President St, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 065,polling_place,Comm Consol Sch Dist 93,"230 Covington Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 066,polling_place,Erickson School,"277 Springfield Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 067,polling_place,Greenbrook Tanglewood Hoa Clubhouse,"1211 Catalina Dr, Hanover Park, IL 60133"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 068,polling_place,Comm Consol Sch Dist 93,"230 Covington Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 069,polling_place,Greenbrook Tanglewood Hoa Clubhouse,"1211 Catalina Dr, Hanover Park, IL 60133"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 070,polling_place,Clauss Recreation Center,"555 W Bryn Mawr Ave, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 071,polling_place,Stratford Square Mall,"152 Stratford Square Mall, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 072,polling_place,Bloomingdale Church,"264 Glen Ellyn Rd, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 073,polling_place,St Isidore Catholic Church,"431 W Army Trail Rd, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 074,polling_place,Comm Consol Sch Dist 93,"230 Covington Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 075,polling_place,Roselle Public Works Dept,"474 Congress Cir N, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 076,polling_place,Glenside Fire Protection District,"1608 Bloomingdale Rd, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 077,polling_place,Lutheran Church of the Master,"580 Kuhn Rd, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 078,polling_place,Medinah Park District,"22W130 Thorndale Ave, Medinah, IL 60157"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 079,polling_place,Clauss Recreation Center,"555 W Bryn Mawr Ave, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 080,polling_place,Lutheran Church of the Master,"580 Kuhn Rd, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 081,polling_place,Carol Stream Pk Dist - Fountain View,"910 N Gary Ave, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 082,polling_place,Carol Stream Public Library,"616 Hiawatha Dr, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 083,polling_place,Bloomingdale Public Library,"101 Fairfield Way, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 084,polling_place,Bengali Assoc Heritage Center,"1148 N Main St, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 085,polling_place,Addison Centennial Park,"1776 Centennial Dr, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 086,polling_place,Seasons 4 Clubhouse,"921 Springfield Dr, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 087,polling_place,Carol Stream Pk Dist - Fountain View,"910 N Gary Ave, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 088,polling_place,Glendale Heights Senior Center,"260 Civic Center Plaza, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 089,polling_place,Fellowship Church of Carol Stream,"130 Shawnee Dr, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 090,polling_place,Bloomingdale Pk Dist - Johnston Ctr,"172 S Circle Ave, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 091,polling_place,Bloomingdale Fire Dist No 1,"179 S Bloomingdale Rd, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 092,polling_place,Erickson School,"277 Springfield Dr, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 093,polling_place,Clauss Recreation Center,"555 W Bryn Mawr Ave, Roselle, IL 60172"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 094,polling_place,Glendale Lakes Golf Club,"1550 President St, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 095,polling_place,Glenside Fire Protection District,"1608 Bloomingdale Rd, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 096,polling_place,Bloomingdale Public Library,"101 Fairfield Way, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 097,polling_place,Marquardt School Dist 15 - Admin Ctr,"1860 Glen Ellyn Rd, Glendale Hts, IL 60139"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 098,polling_place,Bloomingdale Church,"264 Glen Ellyn Rd, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 099,polling_place,Hanmee Presbyterian Church,"1149 W Bloomingdale Rd, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 100,polling_place,Evangel Church (AoG),"5700 Bartels Rd, Hanover Park, IL 60133"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 101,polling_place,Medinah Park District,"22W130 Thorndale Ave, Medinah, IL 60157"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 102,polling_place,Stratford Square Mall,"152 Stratford Square Mall, Bloomingdale, IL 60108"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 103,polling_place,Carol Stream Public Library,"616 Hiawatha Dr, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Bloomingdale 104,polling_place,Glen Ellyn Countryside Pk Dist,"2N351 Highland Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Addison 001,polling_place,Deer Grove Leisure Center,"1000 W Wood St, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 002,polling_place,Addison Park Dist Rec Center,"120 E Oak St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 003,polling_place,St Matthew Lutheran Church - Itasca,"733 Catalpa St, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 004,polling_place,Mary Queen of Heaven Catholic Church,"426 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 005,polling_place,Westview School,"200 N Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 006,polling_place,Elmhurst Pk Dist - Crestview Fieldhouse,"245 E Crestview Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 007,polling_place,Addison Park Dist Rec Center,"120 E Oak St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 008,polling_place,Mary Queen of Heaven Catholic Church,"426 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 009,polling_place,The Pine Room,"531 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 010,polling_place,Deer Grove Leisure Center,"1000 W Wood St, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 011,polling_place,121 Bldg at Fullerton School,"121 E Fullerton Ave, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 012,polling_place,Wood Dale Public Library,"520 N Wood Dale Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 013,polling_place,The Pine Room,"531 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 014,polling_place,Wood Dale Public Library,"520 N Wood Dale Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 015,polling_place,Itasca Community Library,"500 W Irving Park Rd, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 016,polling_place,Elmhurst Pk Dist - Crestview Fieldhouse,"245 E Crestview Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 017,polling_place,Elmhurst Pk Dist - Wagner Community Ctr,"615 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 018,polling_place,Addison Links & Tees Golf Facility,"950 W Lake St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 019,polling_place,Deer Grove Leisure Center,"1000 W Wood St, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 020,polling_place,Deer Grove Leisure Center,"1000 W Wood St, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 021,polling_place,The Pine Room,"531 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 022,polling_place,St Matthew Lutheran Church - Itasca,"733 Catalpa St, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 023,polling_place,Itasca Community Library,"500 W Irving Park Rd, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 024,polling_place,Prince of Peace Lutheran Church,"1213 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 025,polling_place,Mary Queen of Heaven Catholic Church,"426 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 026,polling_place,Bensenville Community Public Library,"200 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 027,polling_place,Addison Village Hall,"1 Friendship Plz, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 028,polling_place,Elmhurst Pk Dist - Wagner Community Ctr,"615 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 029,polling_place,The Pine Room,"531 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 030,polling_place,West Suburban Comm Church,"825 N Van Auken St, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 031,polling_place,Wood Dale Public Library,"520 N Wood Dale Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 032,polling_place,Maple Meadows Golf Club,"272 Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 033,polling_place,Bensenville Community Public Library,"200 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 034,polling_place,121 Bldg at Fullerton School,"121 E Fullerton Ave, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 035,polling_place,121 Bldg at Fullerton School,"121 E Fullerton Ave, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 036,polling_place,Addison Park Dist Rec Center,"120 E Oak St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 037,polling_place,Army Trail School,"346 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 038,polling_place,Wood Dale Pk Dist - Rec Complex,"111 E Foster Ave, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 039,polling_place,Elmhurst Pk Dist - Wagner Community Ctr,"615 N West Ave, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 040,polling_place,West Suburban Comm Church,"825 N Van Auken St, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 041,polling_place,Army Trail School,"346 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 042,polling_place,Addison Centennial Park,"1776 Centennial Dr, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 043,polling_place,Westview School,"200 N Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 044,polling_place,Wood Dale Public Library,"520 N Wood Dale Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 045,polling_place,Bensenville Community Public Library,"200 S Church Rd, Bensenville, IL 60106"
2020-11-03,IL,DuPage,DuPage County,Addison 046,polling_place,Westview School,"200 N Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 047,polling_place,Army Trail School,"346 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 048,polling_place,Addison Village Hall,"1 Friendship Plz, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 049,polling_place,Army Trail School,"346 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 050,polling_place,Wood Dale Pk Dist - Rec Complex,"111 E Foster Ave, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 051,polling_place,Addison Links & Tees Golf Facility,"950 W Lake St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 052,polling_place,Maple Meadows Golf Club,"272 Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 053,polling_place,Prince of Peace Lutheran Church,"1213 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 054,polling_place,Addison Links & Tees Golf Facility,"950 W Lake St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 055,polling_place,West Suburban Comm Church,"825 N Van Auken St, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Addison 056,polling_place,Addison Village Hall,"1 Friendship Plz, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 057,polling_place,Addison Park Dist Rec Center,"120 E Oak St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 058,polling_place,Wood Dale Pk Dist - Rec Complex,"111 E Foster Ave, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 059,polling_place,Prince of Peace Lutheran Church,"1213 W Army Trail Blvd, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 060,polling_place,Addison Centennial Park,"1776 Centennial Dr, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 061,polling_place,Maple Meadows Golf Club,"272 Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 062,polling_place,Itasca Community Library,"500 W Irving Park Rd, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 063,polling_place,Westview School,"200 N Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 064,polling_place,St Matthew Lutheran Church - Itasca,"733 Catalpa St, Itasca, IL 60143"
2020-11-03,IL,DuPage,DuPage County,Addison 065,polling_place,Maple Meadows Golf Club,"272 Addison Rd, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 066,polling_place,Addison Links & Tees Golf Facility,"950 W Lake St, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 067,polling_place,121 Bldg at Fullerton School,"121 E Fullerton Ave, Addison, IL 60101"
2020-11-03,IL,DuPage,DuPage County,Addison 068,polling_place,Wood Dale Pk Dist - Rec Complex,"111 E Foster Ave, Wood Dale, IL 60191"
2020-11-03,IL,DuPage,DuPage County,Addison 069,polling_place,West Suburban Comm Church,"825 N Van Auken St, Elmhurst, IL 60126"
2020-11-03,IL,DuPage,DuPage County,Winfield 001,polling_place,West Chicago Park District - Zone250,"250 National St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 002,polling_place,Grace Church of DuPage,"27W344 Galusha Ave, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 003,polling_place,Leman Middle School,"238 E Hazel St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 004,polling_place,Faith Baptist Church,"27W010 Parkway Dr, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 005,polling_place,West Chicago Park District - Zone250,"250 National St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 006,polling_place,St Andrew Lutheran Church,"155 N Prince Crossing Rd, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 007,polling_place,Grace Church of DuPage,"27W344 Galusha Ave, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 008,polling_place,West Chicago Park District - Zone250,"250 National St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 009,polling_place,Leman Middle School,"238 E Hazel St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 010,polling_place,Warrenville City Hall,"28W701 Stafford Pl, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 011,polling_place,Faith Community Church,"910 Main St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 012,polling_place,Faith Community Church,"910 Main St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 013,polling_place,Leman Middle School,"238 E Hazel St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 014,polling_place,St John the Baptist Church,"0S253 Church St, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 015,polling_place,Grace Church of DuPage,"27W344 Galusha Ave, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 016,polling_place,Immanuel Presbyterian Church,"29W260 Batavia Rd, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 017,polling_place,West Chicago Park District - Zone250,"250 National St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 018,polling_place,St John the Baptist Church,"0S253 Church St, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 019,polling_place,St Andrew Lutheran Church,"155 N Prince Crossing Rd, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 020,polling_place,Faith Baptist Church,"27W010 Parkway Dr, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 021,polling_place,St John the Baptist Church,"0S253 Church St, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 022,polling_place,St John the Baptist Church,"0S253 Church St, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 023,polling_place,Faith Community Church,"910 Main St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 024,polling_place,The Courtyard,"3S200 Rt 59, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 025,polling_place,The Courtyard,"3S200 Rt 59, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 026,polling_place,Immanuel Presbyterian Church,"29W260 Batavia Rd, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 027,polling_place,Immanuel Presbyterian Church,"29W260 Batavia Rd, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 028,polling_place,The Courtyard,"3S200 Rt 59, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 029,polling_place,The Courtyard,"3S200 Rt 59, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 030,polling_place,Faith Baptist Church,"27W010 Parkway Dr, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 031,polling_place,Warrenville City Hall,"28W701 Stafford Pl, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 032,polling_place,Leman Middle School,"238 E Hazel St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 033,polling_place,Warrenville City Hall,"28W701 Stafford Pl, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 034,polling_place,St John A M E Church,"2950 Bilter Rd, Aurora, IL 60502"
2020-11-03,IL,DuPage,DuPage County,Winfield 035,polling_place,Currier School,"800 Garys Mill Rd, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 036,polling_place,St John A M E Church,"2950 Bilter Rd, Aurora, IL 60502"
2020-11-03,IL,DuPage,DuPage County,Winfield 037,polling_place,St Andrew Lutheran Church,"155 N Prince Crossing Rd, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 038,polling_place,Faith Baptist Church,"27W010 Parkway Dr, Winfield, IL 60190"
2020-11-03,IL,DuPage,DuPage County,Winfield 039,polling_place,Currier School,"800 Garys Mill Rd, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Winfield 040,polling_place,Grace Church of DuPage,"27W344 Galusha Ave, Warrenville, IL 60555"
2020-11-03,IL,DuPage,DuPage County,Winfield 041,polling_place,Faith Community Church,"910 Main St, West Chicago, IL 60185"
2020-11-03,IL,DuPage,DuPage County,Milton 001,polling_place,St Paul Lutheran Church,"515 S Wheaton Ave, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 002,polling_place,Abraham Lincoln School,"380 Greenfield Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 003,polling_place,Gary United Methodist Church,"224 N Main St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 004,polling_place,Gary United Methodist Church,"224 N Main St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 005,polling_place,Pleasant Hill Community Church,"26W401 Geneva Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 006,polling_place,Ackerman Sports & Fitness Center,"800 St Charles Rd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 007,polling_place,Wheaton Christian Reformed Church,"711 E Harrison St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 008,polling_place,Gary United Methodist Church,"224 N Main St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 009,polling_place,St Matthew United Church of Christ,"1420 S Gables Blvd, Wheaton, IL 60189"
2020-11-03,IL,DuPage,DuPage County,Milton 010,polling_place,Abraham Lincoln School,"380 Greenfield Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 011,polling_place,Spring Ave Rec Center,"185 Spring Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 012,polling_place,Ackerman Sports & Fitness Center,"800 St Charles Rd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 013,polling_place,Abraham Lincoln School,"380 Greenfield Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 014,polling_place,First Presbyterian Church (Glen Ellyn),"550 N Main St, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 015,polling_place,St Paul Lutheran Church,"515 S Wheaton Ave, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 016,polling_place,First Congregational Church,"535 Forest Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 017,polling_place,Southminster Presbyterian Church,"680 S Park Blvd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 018,polling_place,Pleasant Hill Community Church,"26W401 Geneva Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 019,polling_place,St Matthew United Church of Christ,"1420 S Gables Blvd, Wheaton, IL 60189"
2020-11-03,IL,DuPage,DuPage County,Milton 020,polling_place,Gary United Methodist Church,"224 N Main St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 021,polling_place,College Church Commons,"332 E Seminary Ave, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 022,polling_place,DuPage County Fairgrounds,"2015 Manchester Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 023,polling_place,The Compass Church (Wheaton Campus),"520 E Roosevelt Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 024,polling_place,The Compass Church (Wheaton Campus),"520 E Roosevelt Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 025,polling_place,Wellspring Alliance Church,"1766 S Blanchard St, Wheaton, IL 60189"
2020-11-03,IL,DuPage,DuPage County,Milton 026,polling_place,Parkview Community Church,"764 St Charles Rd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 027,polling_place,Spring Ave Rec Center,"185 Spring Ave, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 028,polling_place,Wheaton Christian Reformed Church,"711 E Harrison St, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 029,polling_place,Churchill School,"240 Geneva Rd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 030,polling_place,Outreach Community Center,"345 S President St, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Milton 031,polling_place,Crossroads Community Church,"1N100 Gary Ave, Carol Stream, IL 60188"
2020-11-03,IL,DuPage,DuPage County,Milton 032,polling_place,DuPage County Fairgrounds,"2015 Manchester Rd, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 033,polling_place,Aldersgate United Methodist Church,"1753 S Blanchard Rd, Wheaton, IL 60189"
2020-11-03,IL,DuPage,DuPage County,Milton 034,polling_place,St Luke Evangelical Lutheran Church,"23W080 Butterfield Rd, Glen Ellyn, IL 60137"
2020-11-03,IL,DuPage,DuPage County,Milton 035,polling_place,St Paul Lutheran Church,"515 S Wheaton Ave, Wheaton, IL 60187"
2020-11-03,IL,DuPage,DuPage County,Milton 036,polling_place,Illinois Sikh Community Center,"2131 Creekside Dr, Wheaton, IL 60189"
