Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location,Owner,Nearest Address,Life Cycle Indicator
14061,BLACK,> 95 L/s,1989,53.48263,-113.38385,POINT (-113.38385 53.48263),EPCOR,4348 28 STREET NW,FAC
23284,BLUE,> 95 L/s,2015,53.44000,-113.62742,POINT (-113.627426 53.440002),EPCOR,904 WOOD PLACE NW,FAC
12308,BLACK,> 95 L/s,1981,53.57556,-113.30116,POINT (-113.30116 53.575565),EPCOR,12034 28 STREET NE,FAC
3072,BLACK,> 95 L/s,1996,53.51519,-113.57641,POINT (-113.576416 53.51519),EPCOR,8008 148 STREET NW,FAC
9431,BLACK,> 95 L/s,1978,53.51323,-113.40148,POINT (-113.40148 53.51323),EPCOR,3840 76 AVENUE NW,FAC
6871,BLUE,> 95 L/s,1972,53.47822,-113.51112,POINT (-113.511116 53.478214),EPCOR,4111 108 STREET NW,FAC
25064,BLUE,> 95 L/s,2018,53.46780,-113.68303,POINT (-113.68304 53.467796),EPCOR,3417 ERLANGER BEND NW,FAC
19443,BLUE,> 95 L/s,2007,53.43143,-113.60652,POINT (-113.60652 53.431435),EPCOR,803 ARMITAGE WYND SW,FAC
19804,BLUE,> 95 L/s,2010,53.40763,-113.52977,POINT (-113.52976 53.407635),EPCOR,1503 CUNNINGHAM CAPE SW,FAC
16530,BLUE,> 95 L/s,2001,53.62525,-113.47346,POINT (-113.47346 53.62525),EPCOR,16335 84 STREET NW,FAC
7670,BLUE,> 95 L/s,1974,53.61031,-113.53208,POINT (-113.532074 53.610313),EPCOR,12103 148 AVENUE NW,FAC
24990,BLUE,> 95 L/s,2017,53.53234,-113.46098,POINT (-113.46098 53.53234),EPCOR,9532 87 STREET NW,INSERVICE
14211,BLACK,> 95 L/s,1990,53.46879,-113.39230,POINT (-113.392296 53.468792),EPCOR,3623 33 STREET NW,FAC
18657,BLUE,> 95 L/s,2007,53.44248,-113.57497,POINT (-113.57497 53.44248),EPCOR,6835 SPEAKER VISTA NW,FAC
26328,BLUE,> 95 L/s,2018,53.53110,-113.67447,POINT (-113.67447 53.531097),EPCOR,20641 94A AVENUE NW,FAC
17025,BLUE,> 95 L/s,2002,53.41857,-113.51183,POINT (-113.511826 53.418568),EPCOR,964 BLACKMUD CREEK CRESCENT SW,FAC
357,BLUE,> 95 L/s,1983,53.56742,-113.46484,POINT (-113.464836 53.567417),EPCOR,11603 81 STREET NW,FAC
10962,BLACK,> 95 L/s,1980,53.48093,-113.57557,POINT (-113.57557 53.48093),EPCOR,4312 147A STREET NW,FAC
706,BLACK,> 95 L/s,1968,53.51821,-113.48864,POINT (-113.48864 53.518208),EPCOR,9970 82 AVENUE NW,FAC
4326,BLACK,> 95 L/s,1991,53.57365,-113.40908,POINT (-113.40907 53.573647),EPCOR,12001 44 STREET NW,FAC
15255,BLUE,> 95 L/s,1993,53.59069,-113.40014,POINT (-113.40014 53.59069),EPCOR,13073 39 STREET NW,FAC
8291,BLACK,> 95 L/s,1976,53.45630,-113.46432,POINT (-113.46432 53.4563),EPCOR,2615 89 STREET NW,FAC
13218,BLUE,> 95 L/s,1986,53.44844,-113.51178,POINT (-113.51177 53.44844),EPCOR,1863 BEARSPAW DRIVE WEST NW,FAC
13507,BLUE,> 95 L/s,1987,53.61484,-113.43573,POINT (-113.43573 53.614845),EPCOR,15247 61 STREET NW,FAC
2164,BLUE,> 95 L/s,1995,53.57887,-113.55536,POINT (-113.55536 53.578873),EPCOR,12349 ST ALBERT TRAIL NW,FAC
17185,BLACK,> 95 L/s,2002,53.61454,-113.40694,POINT (-113.406944 53.614536),EPCOR,4305 152 AVENUE NW,FAC
10487,BLUE,> 95 L/s,1979,53.46680,-113.40954,POINT (-113.40954 53.4668),EPCOR,4444 36 AVENUE NW,FAC
15627,BLACK,> 95 L/s,1997,53.59201,-113.60651,POINT (-113.60651 53.592014),EPCOR,16403 132 AVENUE NW,FAC
13421,BLUE,> 95 L/s,1987,53.53170,-113.59513,POINT (-113.59513 53.5317),EPCOR,15822 95 AVENUE NW,FAC
27173,BLUE,> 95 L/s,2020,53.54593,-113.55136,POINT (-113.55136 53.545933),EPCOR,10348 133 STREET NW,CCC
9732,BLUE,> 95 L/s,1978,53.44440,-113.40928,POINT (-113.40928 53.444405),EPCOR,1658 46 STREET NW,FAC
10918,BLUE,> 95 L/s,1980,53.47541,-113.41303,POINT (-113.413025 53.47541),EPCOR,4703 40 AVENUE NW,FAC
7170,BLUE,> 95 L/s,1973,53.48320,-113.48652,POINT (-113.48653 53.483204),EPCOR,4504 99 STREET NW,FAC
8702,BLUE,> 95 L/s,1976,53.59860,-113.38056,POINT (-113.380554 53.598602),EPCOR,13611 25 STREET NW,FAC
19549,BLUE,> 95 L/s,2007,53.42831,-113.60708,POINT (-113.60708 53.428307),EPCOR,2462 AUSTIN CRESCENT SW,FAC
25569,BLUE,> 95 L/s,2018,53.63612,-113.40856,POINT (-113.40856 53.636124),EPCOR,1040 CY BECKER ROAD NW,FAC
20848,BLUE,> 95 L/s,2012,53.45277,-113.61353,POINT (-113.613525 53.45277),EPCOR,4610 WINGFIELD POINT NW,FAC
16094,BLACK,> 95 L/s,1998,53.50054,-113.66683,POINT (-113.66683 53.50054),EPCOR,339 GALBRAITH CLOSE NW,FAC
25378,BLUE,> 95 L/s,2017,53.59977,-113.58298,POINT (-113.58298 53.599773),EPCOR,471 MISTATIM WAY NW,INSERVICE
21942,BLUE,> 95 L/s,2013,53.42882,-113.63308,POINT (-113.63308 53.42882),EPCOR,18103 4 AVENUE SW,CCC
10676,BLUE,> 95 L/s,1980,53.47445,-113.49551,POINT (-113.49551 53.474445),EPCOR,3907 CALGARY TRAIL NW,FAC
3185,BLACK,> 95 L/s,1992,53.55845,-113.49569,POINT (-113.49569 53.55845),EPCOR,10207 111 AVENUE NW,FAC
24771,BLUE,> 95 L/s,2017,53.63652,-113.45877,POINT (-113.45877 53.63652),EPCOR,17440 77 STREET NW,FAC
5819,BLACK,> 95 L/s,1982,53.58115,-113.43681,POINT (-113.43681 53.581154),EPCOR,12555 62 STREET NW,FAC
1866,BLACK,> 95 L/s,1972,53.55421,-113.52873,POINT (-113.52873 53.554207),EPCOR,10835 120 STREET NW,FAC
8586,BLUE,> 95 L/s,1976,53.59826,-113.38205,POINT (-113.38205 53.598263),EPCOR,2604 136 AVENUE NW,FAC
6968,BLUE,> 95 L/s,1973,53.48232,-113.45551,POINT (-113.455505 53.482323),EPCOR,7912 43A AVENUE NW,FAC
13154,BLUE,> 95 L/s,2019,53.64699,-113.54108,POINT (-113.541084 53.646988),EPCOR,18415 127 STREET NW,FAC
18995,BLUE,> 95 L/s,2006,53.52739,-113.67134,POINT (-113.67134 53.52739),EPCOR,20550 92A AVENUE NW,FAC
9655,BLACK,> 95 L/s,1978,53.58395,-113.38535,POINT (-113.38535 53.58395),EPCOR,267 HOLLINGER CLOSE NW,FAC
23477,BLUE,> 95 L/s,2015,53.60414,-113.60278,POINT (-113.60278 53.604137),EPCOR,14010 164 STREET NW,FAC
16096,BLUE,> 95 L/s,2004,53.59806,-113.58999,POINT (-113.58999 53.59806),EPCOR,13555 156 STREET NW,FAC
9087,BLUE,> 95 L/s,2018,53.44606,-113.44080,POINT (-113.4408 53.446056),EPCOR,27 EKOTA CRESCENT NW,FAC
4488,BLACK,> 95 L/s,1996,53.59737,-113.47115,POINT (-113.471146 53.59737),EPCOR,13504 85A STREET NW,FAC
9843,BLUE,> 95 L/s,1978,53.48513,-113.47596,POINT (-113.47596 53.48513),EPCOR,4630 95 STREET NW,FAC
6428,BLUE,> 95 L/s,1970,53.60694,-113.49102,POINT (-113.49102 53.60694),EPCOR,9620 144 AVENUE NW,FAC
871,BLACK,> 95 L/s,2002,53.51711,-113.48856,POINT (-113.48856 53.517113),EPCOR,9948 81 AVENUE NW,FAC
726,BLUE,> 95 L/s,2016,53.51912,-113.49379,POINT (-113.49379 53.519115),EPCOR,10160 83 AVENUE NW,FAC
24590,BLUE,> 95 L/s,2016,53.60220,-113.58102,POINT (-113.58102 53.6022),EPCOR,555 MISTATIM WAY NW,FAC
16245,BLUE,> 95 L/s,2015,53.50080,-113.37564,POINT (-113.37563 53.500805),EPCOR,6407 20 STREET NW,FAC
20693,BLUE,> 95 L/s,2011,53.47309,-113.63150,POINT (-113.63151 53.47309),EPCOR,3309 CAMERON HEIGHTS LANDING NW,FAC
22040,BLUE,> 95 L/s,2014,53.42000,-113.42369,POINT (-113.42368 53.420002),EPCOR,5248 17 AVENUE SW,FAC
9062,BLUE,> 95 L/s,1977,53.44141,-113.43461,POINT (-113.43461 53.441406),EPCOR,6304 12 AVENUE NW,FAC
7948,BLUE,> 95 L/s,1975,53.57088,-113.41061,POINT (-113.41061 53.570877),EPCOR,11811 45 STREET NW,FAC
13060,BLACK,> 95 L/s,1985,53.60144,-113.55049,POINT (-113.55049 53.601437),EPCOR,13960 133 STREET NW,FAC
9484,BLUE,> 95 L/s,2014,53.44998,-113.41879,POINT (-113.418785 53.44998),EPCOR,4935 19 AVENUE NW,FAC
22185,BLUE,> 95 L/s,2014,53.59299,-113.65380,POINT (-113.6538 53.59299),EPCOR,1903 TANAGER PLACE NW,FAC
22994,BLUE,> 95 L/s,2014,53.54222,-113.50121,POINT (-113.50121 53.542217),EPCOR,10164 105 STREET NW,FAC
14117,BLACK,> 95 L/s,1989,53.61722,-113.54597,POINT (-113.545975 53.61722),EPCOR,15319 131 STREET NW,FAC
26732,BLUE,> 95 L/s,2019,53.52712,-113.70066,POINT (-113.70066 53.527122),EPCOR,9216 222 STREET NW,FAC
17280,BLUE,> 95 L/s,2002,53.44663,-113.56766,POINT (-113.56766 53.446625),EPCOR,1416 THOROGOOD LANE NW,FAC
12847,BLUE,> 95 L/s,1984,53.54033,-113.59841,POINT (-113.59841 53.540333),EPCOR,16017 100A AVENUE NW,FAC
24350,BLUE,> 95 L/s,2017,53.45930,-113.66001,POINT (-113.66 53.459297),EPCOR,19604 27 AVENUE NW,FAC
10817,BLUE,> 95 L/s,1979,53.61158,-113.37204,POINT (-113.37204 53.611584),EPCOR,14803 21 STREET NW,FAC
21801,BLUE,> 95 L/s,2012,53.39994,-113.52686,POINT (-113.526855 53.39994),EPCOR,3270 ABBOTT CRESCENT SW,FAC
9665,BLACK,> 95 L/s,1978,53.57678,-113.37659,POINT (-113.37659 53.57678),EPCOR,1285 HYNDMAN ROAD NW,FAC
11108,BLACK,> 95 L/s,1980,53.55858,-113.62716,POINT (-113.62716 53.558582),EPCOR,17707 111 AVENUE NW,FAC
1022,BLUE,> 95 L/s,2002,53.57680,-113.44119,POINT (-113.441185 53.576797),EPCOR,12201 65 STREET NW,FAC
19313,BLUE,> 95 L/s,2007,53.44039,-113.57488,POINT (-113.574875 53.440395),EPCOR,7098 SOUTH TERWILLEGAR DRIVE NW,FAC
11759,BLACK,> 95 L/s,1981,53.64119,-113.47740,POINT (-113.477394 53.641193),EPCOR,9104 179 AVENUE NW,FAC
16679,BLUE,> 95 L/s,2002,53.45529,-113.59951,POINT (-113.59951 53.455284),EPCOR,810 HALIBURTON COURT NW,FAC
24628,BLUE,> 95 L/s,2017,53.39838,-113.59799,POINT (-113.59799 53.39838),EPCOR,6504 CRAWFORD PLACE SW,FAC
4780,BLUE,> 95 L/s,1963,53.48108,-113.54571,POINT (-113.54571 53.481083),EPCOR,12003 ASPEN DRIVE WEST NW,FAC
3875,BLUE,> 95 L/s,1992,53.59526,-113.49733,POINT (-113.49734 53.595257),EPCOR,13411 103 STREET NW,FAC
7475,BLUE,> 95 L/s,1974,53.62215,-113.49922,POINT (-113.499214 53.622154),EPCOR,10207 161 AVENUE NW,FAC
13649,BLUE,> 95 L/s,1988,53.44015,-113.50364,POINT (-113.50363 53.440147),EPCOR,912 108 STREET NW,FAC
5359,BLUE,> 95 L/s,1994,53.55821,-113.59416,POINT (-113.59416 53.558212),EPCOR,15755 110B AVENUE NW,FAC
22837,BLUE,> 95 L/s,2014,53.47004,-113.35309,POINT (-113.35309 53.47004),EPCOR,835 35 AVENUE NW,FAC
3988,BLUE,> 95 L/s,2020,53.57151,-113.57773,POINT (-113.57773 53.571507),EPCOR,11805 149 STREET NW,FAC
10725,BLUE,> 95 L/s,2016,53.60968,-113.37317,POINT (-113.37317 53.609676),EPCOR,14611 21 STREET NW,FAC
8883,BLUE,> 95 L/s,1977,53.60469,-113.52985,POINT (-113.52985 53.60469),EPCOR,14220 121 STREET NW,FAC
14686,BLUE,> 95 L/s,1991,53.62419,-113.43874,POINT (-113.438736 53.624187),EPCOR,6311 162B AVENUE NW,FAC
7203,BLUE,> 95 L/s,1973,53.61152,-113.42484,POINT (-113.424835 53.611523),EPCOR,14808 55 STREET NW,FAC
21600,BLUE,> 95 L/s,2012,53.54040,-113.49543,POINT (-113.49543 53.540394),EPCOR,10051 102 STREET NW,FAC
3263,BLUE,> 95 L/s,1957,53.55110,-113.41213,POINT (-113.41213 53.5511),EPCOR,4516 106 AVENUE NW,FAC
21685,BLUE,> 95 L/s,2013,53.42965,-113.59408,POINT (-113.594086 53.42965),EPCOR,3154 ALLAN LANDING SW,FAC
22299,BLUE,> 95 L/s,2013,53.61426,-113.36503,POINT (-113.36503 53.614258),EPCOR,266 FRASER WAY NW,FAC
15485,BLUE,> 95 L/s,1995,53.51836,-113.59951,POINT (-113.59951 53.518364),EPCOR,8407 161 STREET NW,FAC
1231,GREEN,60-95 L/s,1984,53.57367,-113.43519,POINT (-113.43519 53.573673),EPCOR,6014 120 AVENUE NW,FAC
19489,BLUE,> 95 L/s,2007,53.44607,-113.60819,POINT (-113.60819 53.44607),EPCOR,4303 WHITELAW WAY NW,FAC
18693,BLUE,> 95 L/s,2005,53.42476,-113.47967,POINT (-113.47967 53.424755),EPCOR,9515 ELLERSLIE ROAD SW,FAC
16115,BLACK,> 95 L/s,1999,53.58901,-113.55493,POINT (-113.55493 53.58901),EPCOR,12932 136 STREET NW,FAC
23692,BLUE,> 95 L/s,2015,53.41098,-113.46454,POINT (-113.46454 53.41098),EPCOR,8412 24 AVENUE SW,FAC
12692,BLACK,> 95 L/s,1988,53.55944,-113.63486,POINT (-113.63486 53.559437),EPCOR,18137 111 AVENUE NW,FAC
19459,BLUE,> 95 L/s,2007,53.43503,-113.57063,POINT (-113.57063 53.435028),EPCOR,5934 MULLEN WAY NW,FAC
14386,BLUE,> 95 L/s,1990,53.51302,-113.60253,POINT (-113.60253 53.513023),EPCOR,7911 163 STREET NW,FAC
4637,BLUE,> 95 L/s,1993,53.57020,-113.53322,POINT (-113.53322 53.570206),EPCOR,12207 118 AVENUE NW,FAC
11604,BLACK,> 95 L/s,1981,53.46304,-113.41104,POINT (-113.41103 53.463043),EPCOR,4535 33 AVENUE NW,FAC
21012,BLUE,> 95 L/s,2011,53.53312,-113.67405,POINT (-113.67405 53.533123),EPCOR,20704 96 AVENUE NW,FAC
22082,BLUE,> 95 L/s,2013,53.64048,-113.45704,POINT (-113.45704 53.640484),EPCOR,843 CRYSTALLINA NERA WAY NW,FAC
15671,BLUE,> 95 L/s,1997,53.45282,-113.48561,POINT (-113.48561 53.452824),EPCOR,2133 99 STREET NW,FAC
24464,BLUE,> 95 L/s,2016,53.60940,-113.50880,POINT (-113.5088 53.6094),EPCOR,4209 VETERANS WAY NW,FAC
16939,BLACK,> 95 L/s,2002,53.51617,-113.48994,POINT (-113.48994 53.516167),EPCOR,10033 80 AVENUE NW,FAC
25764,BLUE,> 95 L/s,2018,53.41190,-113.42462,POINT (-113.42462 53.411896),EPCOR,2308 54 STREET SW,FAC
9161,BLUE,> 95 L/s,2011,53.63360,-113.49695,POINT (-113.496956 53.6336),EPCOR,17138 100 STREET NW,FAC
17944,BLUE,> 95 L/s,2004,53.64387,-113.49788,POINT (-113.49788 53.643867),EPCOR,10303 182 AVENUE NW,FAC
125,BLACK,> 95 L/s,1998,53.55036,-113.48891,POINT (-113.488914 53.550365),EPCOR,10606 97 STREET NW,FAC
24939,BLUE,> 95 L/s,2017,53.57233,-113.43154,POINT (-113.43154 53.572327),EPCOR,11864 58 STREET NW,FAC
11983,BLUE,> 95 L/s,1981,53.50963,-113.65135,POINT (-113.65135 53.509632),EPCOR,18931 75 AVENUE NW,FAC
17623,BLUE,> 95 L/s,2004,53.48947,-113.41681,POINT (-113.41682 53.489468),EPCOR,4939 52 AVENUE NW,FAC
10583,BLACK,> 95 L/s,1979,53.58547,-113.41467,POINT (-113.414665 53.585464),EPCOR,4703 127A AVENUE NW,FAC
18019,BLUE,> 95 L/s,2005,53.43910,-113.56730,POINT (-113.5673 53.4391),EPCOR,7412 SINGER LANDING NW,FAC
1701,BLUE,> 95 L/s,2000,53.50008,-113.51625,POINT (-113.51624 53.50008),EPCOR,10946 63 AVENUE NW,FAC
268,GREEN,60-95 L/s,1975,53.56740,-113.48502,POINT (-113.48502 53.5674),EPCOR,11603 94 STREET NW,FAC
5433,BLUE,> 95 L/s,1964,53.47434,-113.52286,POINT (-113.522865 53.47434),EPCOR,3907 112A STREET NW,FAC
9826,BLUE,> 95 L/s,1978,53.45014,-113.39921,POINT (-113.39921 53.450134),EPCOR,1875 37 STREET NW,FAC
8308,BLUE,> 95 L/s,1976,53.46381,-113.52787,POINT (-113.52787 53.46381),EPCOR,11340 31 AVENUE NW,FAC
27222,BLUE,> 95 L/s,2020,53.57015,-113.51022,POINT (-113.510216 53.570156),EPCOR,11830 109 STREET NW,INSERVICE
21516,BLUE,> 95 L/s,2013,53.48790,-113.38882,POINT (-113.388824 53.487896),EPCOR,3110 51 AVENUE NW,FAC
5964,BLACK,> 95 L/s,1967,53.46951,-113.51488,POINT (-113.51488 53.46951),EPCOR,3535 110 STREET NW,FAC
27272,BLUE,> 95 L/s,2021,53.58081,-113.43733,POINT (-113.43733 53.580814),EPCOR,12536 62 STREET NW,INSERVICE
16874,BLACK,> 95 L/s,2001,53.45994,-113.38316,POINT (-113.38316 53.459938),EPCOR,2908 30 STREET NW,FAC
21937,BLUE,> 95 L/s,2013,53.53904,-113.69271,POINT (-113.69271 53.539043),EPCOR,21808 99 AVENUE NW,FAC
4281,BLACK,> 95 L/s,1985,53.49588,-113.52346,POINT (-113.52345 53.49588),EPCOR,11308 58 AVENUE NW,FAC
9854,BLUE,> 95 L/s,1978,53.61920,-113.49353,POINT (-113.49352 53.619198),EPCOR,9804 158 AVENUE NW,FAC
1577,BLACK,> 95 L/s,1992,53.57569,-113.43154,POINT (-113.43154 53.575687),EPCOR,12115 59 STREET NW,FAC
26796,BLUE,> 95 L/s,2020,53.53957,-113.70437,POINT (-113.70438 53.539566),EPCOR,22528 99 AVENUE NW,CCC
4396,BLUE,> 95 L/s,2002,53.51938,-113.42690,POINT (-113.426895 53.51938),EPCOR,6104 84 AVENUE NW,FAC
26590,BLUE,> 95 L/s,2019,53.63778,-113.44014,POINT (-113.44014 53.63778),EPCOR,17605 65 STREET NW,FAC
13960,BLUE,> 95 L/s,1990,53.56339,-113.55168,POINT (-113.55168 53.563385),EPCOR,11410 GROAT ROAD NW,FAC
6480,BLACK,> 95 L/s,1970,53.58498,-113.58217,POINT (-113.58217 53.58498),EPCOR,15102 128 AVENUE NW,FAC
24110,BLUE,> 95 L/s,2015,53.51823,-113.45846,POINT (-113.45846 53.518234),EPCOR,8501 82 AVENUE NW,FAC
19407,BLUE,> 95 L/s,2007,53.47303,-113.36350,POINT (-113.3635 53.47303),EPCOR,1422 37A AVENUE NW,FAC
26888,BLUE,> 95 L/s,2020,53.40918,-113.60097,POINT (-113.600975 53.40918),EPCOR,15859 29 AVENUE SW,CCC
