Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location,Owner,Nearest Address,Life Cycle Indicator
19432,BLUE,> 95 L/s,2007,53.40885,-113.52448,POINT (-113.52448 53.408848),EPCOR,196 CALLAGHAN DRIVE SW,FAC
80,BLACK,> 95 L/s,1988,53.54445,-113.50824,POINT (-113.50825 53.544453),EPCOR,10251 109 STREET NW,FAC
24917,BLUE,> 95 L/s,2017,53.55058,-113.53421,POINT (-113.53421 53.550583),EPCOR,10641 123 STREET NW,FAC
3028,GREEN,60-95 L/s,2013,53.56893,-113.48510,POINT (-113.48511 53.56893),EPCOR,11703 94 STREET NW,FAC
20823,BLUE,> 95 L/s,2011,53.39827,-113.57439,POINT (-113.574394 53.398273),EPCOR,6626 CARDINAL ROAD SW,FAC
3397,BLUE,> 95 L/s,2003,53.59597,-113.54875,POINT (-113.54875 53.595966),EPCOR,13435 132 STREET NW,FAC
9296,BLUE,> 95 L/s,1977,53.50550,-113.49693,POINT (-113.49693 53.505505),EPCOR,10349 69 AVENUE NW,FAC
25765,BLUE,> 95 L/s,2018,53.41124,-113.42458,POINT (-113.424576 53.41124),EPCOR,2336 54 STREET SW,FAC
17243,BLUE,> 95 L/s,2003,53.42406,-113.51611,POINT (-113.51611 53.42406),EPCOR,933 JAMES MOWATT TRAIL SW,FAC
20438,BLUE,> 95 L/s,2012,53.54019,-113.45654,POINT (-113.45654 53.540188),EPCOR,10005 84 STREET NW,FAC
23647,BLUE,> 95 L/s,2015,53.57346,-113.48064,POINT (-113.48064 53.57346),EPCOR,11951 91 STREET NW,FAC
24286,BLUE,> 95 L/s,2019,53.40568,-113.53888,POINT (-113.53888 53.40568),EPCOR,2938 JAMES MOWATT TRAIL SW,FAC
6151,BLUE,> 95 L/s,1968,53.61325,-113.46621,POINT (-113.46621 53.613255),EPCOR,15207 81 STREET NW,FAC
21304,BLUE,> 95 L/s,2011,53.41912,-113.42393,POINT (-113.423935 53.41912),EPCOR,1724 53 STREET SW,FAC
17353,BLUE,> 95 L/s,2002,53.41848,-113.50492,POINT (-113.50492 53.41848),EPCOR,1525 BLACKMORE WAY SW,FAC
15815,BLUE,> 95 L/s,1997,53.55944,-113.63633,POINT (-113.63633 53.559437),EPCOR,18204 111 AVENUE NW,FAC
13202,BLUE,> 95 L/s,1986,53.47474,-113.56791,POINT (-113.56792 53.474735),EPCOR,404 BUTCHART DRIVE NW,FAC
25190,BLUE,> 95 L/s,2018,53.61091,-113.39886,POINT (-113.398865 53.61091),EPCOR,546 EBBERS WAY NW,FAC
13488,BLUE,> 95 L/s,2000,53.45602,-113.42519,POINT (-113.425186 53.45602),EPCOR,2505 HEWES WAY NW,FAC
3389,BLUE,> 95 L/s,2006,53.59791,-113.55265,POINT (-113.55265 53.597908),EPCOR,13403 136 AVENUE NW,FAC
16010,BLACK,> 95 L/s,2000,53.63280,-113.47258,POINT (-113.47258 53.632805),EPCOR,1114 KLARVATTEN COVE NW,FAC
6188,BLUE,> 95 L/s,1973,53.49483,-113.44597,POINT (-113.44597 53.494827),EPCOR,7603 MCINTYRE ROAD NW,FAC
4178,BLUE,> 95 L/s,2008,53.53139,-113.42142,POINT (-113.42142 53.531395),EPCOR,9339 54 STREET NW,FAC
18930,BLUE,> 95 L/s,2006,53.48382,-113.67921,POINT (-113.67921 53.48382),EPCOR,4519 209 STREET NW,FAC
12678,BLACK,> 95 L/s,1983,53.58276,-113.42857,POINT (-113.42857 53.582756),EPCOR,12526 56 STREET NW,FAC
15431,BLUE,> 95 L/s,1995,53.55314,-113.60602,POINT (-113.60602 53.553143),EPCOR,10755 165 STREET NW,FAC
22349,BLUE,> 95 L/s,2013,53.63484,-113.53127,POINT (-113.531265 53.634842),EPCOR,17305 121A STREET NW,FAC
4556,BLUE,> 95 L/s,1962,53.59216,-113.45529,POINT (-113.45529 53.592163),EPCOR,7323 132 AVENUE NW,FAC
9805,BLUE,> 95 L/s,1978,53.45288,-113.40265,POINT (-113.40265 53.45288),EPCOR,2103 40 STREET NW,FAC
9144,BLUE,> 95 L/s,1977,53.62520,-113.52292,POINT (-113.52292 53.6252),EPCOR,16455 115 STREET NW,FAC
6316,BLUE,> 95 L/s,1969,53.61360,-113.43451,POINT (-113.43451 53.613598),EPCOR,15211 60 STREET NW,FAC
19289,BLUE,> 95 L/s,2007,53.62302,-113.41832,POINT (-113.41833 53.623024),EPCOR,5407 162 AVENUE NW,FAC
17375,BLACK,> 95 L/s,2002,53.42882,-113.48004,POINT (-113.480034 53.428818),EPCOR,2951 ELLWOOD DRIVE SW,FAC
4232,BLUE,> 95 L/s,1985,53.49164,-113.51368,POINT (-113.51369 53.49164),EPCOR,10944 54 AVENUE NW,FAC
21858,BLUE,> 95 L/s,2013,53.41801,-113.49568,POINT (-113.49568 53.418015),EPCOR,1624 CALGARY TRAIL SW,FAC
616,GREEN,60-95 L/s,1965,53.59176,-113.44599,POINT (-113.445984 53.591763),EPCOR,6715 132 AVENUE NW,FAC
7838,BLUE,> 95 L/s,1975,53.59009,-113.38711,POINT (-113.38711 53.590088),EPCOR,13020 30 STREET NW,FAC
9452,BLUE,> 95 L/s,1994,53.57363,-113.59076,POINT (-113.59076 53.57363),EPCOR,15604 121A AVENUE NW,FAC
2576,BLACK,> 95 L/s,1995,53.58479,-113.50361,POINT (-113.50361 53.58479),EPCOR,10607 128 AVENUE NW,FAC
21684,BLUE,> 95 L/s,2013,53.42972,-113.59543,POINT (-113.59543 53.42972),EPCOR,3138 ALLAN LANDING SW,FAC
25649,BLUE,> 95 L/s,2018,53.41793,-113.55427,POINT (-113.554276 53.417934),EPCOR,2116 GRAYDON HILL CRESCENT SW,FAC
11281,BLUE,> 95 L/s,1980,53.58092,-113.53760,POINT (-113.5376 53.580914),EPCOR,12505 125 STREET NW,FAC
8648,BLUE,> 95 L/s,1976,53.48970,-113.44837,POINT (-113.448364 53.489697),EPCOR,8432 ROPER ROAD NW,FAC
27129,BLUE,> 95 L/s,2021,53.45124,-113.67377,POINT (-113.67377 53.451237),EPCOR,20610 19A AVENUE NW,CCC
1440,BLUE,> 95 L/s,1990,53.56975,-113.54615,POINT (-113.54614 53.56975),EPCOR,11739 130 STREET NW,FAC
18811,BLUE,> 95 L/s,2006,53.43823,-113.57865,POINT (-113.57864 53.438225),EPCOR,8458 SLOANE CRESCENT NW,FAC
20908,BLUE,> 95 L/s,2011,53.42178,-113.62309,POINT (-113.62309 53.42178),EPCOR,17524 13 AVENUE SW,FAC
4464,BLACK,> 95 L/s,1995,53.59629,-113.52351,POINT (-113.52351 53.596294),EPCOR,13420 117 STREET NW,FAC
11199,BLACK,> 95 L/s,1980,53.61271,-113.38173,POINT (-113.38173 53.612713),EPCOR,2907 150 AVENUE NW,FAC
17266,BLUE,> 95 L/s,2002,53.46218,-113.39122,POINT (-113.39121 53.462185),EPCOR,3329 32 AVENUE NW,FAC
17927,BLUE,> 95 L/s,2004,53.58769,-113.52159,POINT (-113.52159 53.58769),EPCOR,12785 116 STREET NW,FAC
438,BLUE,> 95 L/s,1979,53.54364,-113.54970,POINT (-113.5497 53.54364),EPCOR,10216 132 STREET NW,FAC
27243,BLUE,> 95 L/s,2020,53.57023,-113.51056,POINT (-113.51056 53.570225),EPCOR,11830 109 STREET NW,INSERVICE
4860,BLACK,> 95 L/s,1964,53.57677,-113.40435,POINT (-113.40436 53.57677),EPCOR,12201 41 STREET NW,FAC
26750,BLUE,> 95 L/s,2020,53.41979,-113.62772,POINT (-113.62772 53.41979),EPCOR,2757 KOSHAL PLACE SW,FAC
3327,BLUE,> 95 L/s,1992,53.56433,-113.46962,POINT (-113.46962 53.564327),EPCOR,11403 84 STREET NW,FAC
17165,BLUE,> 95 L/s,2003,53.42651,-113.51686,POINT (-113.51686 53.426506),EPCOR,612 111 STREET SW,FAC
9008,BLUE,> 95 L/s,1977,53.44828,-113.42072,POINT (-113.42072 53.44828),EPCOR,1842 51 STREET NW,FAC
17664,BLUE,> 95 L/s,2003,53.52355,-113.67736,POINT (-113.67736 53.52355),EPCOR,20732 88 AVENUE NW,FAC
6821,BLUE,> 95 L/s,1972,53.49023,-113.57602,POINT (-113.57602 53.49023),EPCOR,14810 51 AVENUE NW,FAC
24314,BLUE,> 95 L/s,2017,53.41144,-113.46145,POINT (-113.46145 53.411438),EPCOR,2317 82 STREET SW,FAC
6488,BLUE,> 95 L/s,1970,53.49403,-113.45353,POINT (-113.45353 53.494026),EPCOR,8520 DAVIES ROAD NW,FAC
8788,BLACK,> 95 L/s,1976,53.47089,-113.42949,POINT (-113.42949 53.47089),EPCOR,3620 60 STREET NW,FAC
8423,BLACK,> 95 L/s,1976,53.51418,-113.40875,POINT (-113.408745 53.514183),EPCOR,4335 78 AVENUE NW,FAC
4610,BLUE,> 95 L/s,1963,53.51712,-113.44266,POINT (-113.44266 53.51712),EPCOR,7430 81 AVENUE NW,FAC
26507,BLUE,> 95 L/s,2019,53.50053,-113.50259,POINT (-113.50259 53.50053),EPCOR,6307 105A STREET NW,FAC
2716,BLUE,> 95 L/s,1982,53.56406,-113.56758,POINT (-113.56757 53.564064),EPCOR,11423 143 STREET NW,FAC
6606,BLUE,> 95 L/s,1971,53.47343,-113.50396,POINT (-113.50396 53.473434),EPCOR,10522 38 AVENUE NW,FAC
17803,BLUE,> 95 L/s,2005,53.41513,-113.53038,POINT (-113.53037 53.415134),EPCOR,12024 18 AVENUE SW,FAC
14910,BLUE,> 95 L/s,1992,53.51219,-113.46033,POINT (-113.46033 53.512188),EPCOR,8551 76 AVENUE NW,FAC
7836,BLACK,> 95 L/s,1975,53.59005,-113.38876,POINT (-113.388756 53.59005),EPCOR,13020 31 STREET NW,FAC
8778,BLUE,> 95 L/s,1976,53.50365,-113.63943,POINT (-113.63943 53.50365),EPCOR,7003 184 STREET NW,FAC
17115,BLACK,> 95 L/s,2002,53.41711,-113.53180,POINT (-113.53181 53.417114),EPCOR,12118 17 AVENUE SW,FAC
26014,BLUE,> 95 L/s,2018,53.47708,-113.66645,POINT (-113.66646 53.477077),EPCOR,172 EDGEMONT ROAD NW,FAC
11562,BLUE,> 95 L/s,1980,53.48330,-113.41004,POINT (-113.410034 53.483303),EPCOR,1010 JAMES CRESCENT NW,FAC
2259,BLACK,> 95 L/s,1987,53.52687,-113.45241,POINT (-113.45241 53.526867),EPCOR,8116 92 AVENUE NW,FAC
1437,BLUE,> 95 L/s,1997,53.58432,-113.54437,POINT (-113.54437 53.58432),EPCOR,12704 129 STREET NW,FAC
15321,BLUE,> 95 L/s,1994,53.47113,-113.39993,POINT (-113.39993 53.47113),EPCOR,4103 37A AVENUE NW,FAC
314,BLUE,> 95 L/s,2004,53.54366,-113.54394,POINT (-113.543945 53.54366),EPCOR,10221 129 STREET NW,FAC
28061,BLUE,> 95 L/s,2022,53.41386,-113.59418,POINT (-113.59418 53.41386),EPCOR,278 GLENRIDDING RAVINE ROAD SW,INSERVICE
19236,BLUE,> 95 L/s,2006,53.62443,-113.40420,POINT (-113.4042 53.62443),EPCOR,4224 162 AVENUE NW,FAC
4379,BLUE,> 95 L/s,1965,53.55837,-113.39648,POINT (-113.39648 53.558365),EPCOR,10408 36 STREET NW,FAC
27396,BLUE,> 95 L/s,2021,53.40608,-113.60232,POINT (-113.60232 53.406082),EPCOR,3240 158 STREET SW,CCC
8866,BLACK,> 95 L/s,1976,53.56926,-113.61481,POINT (-113.614815 53.569256),EPCOR,11735 170 STREET NW,FAC
4338,BLACK,> 95 L/s,1964,53.57677,-113.40896,POINT (-113.408966 53.576767),EPCOR,4312 122 AVENUE NW,FAC
27823,BLUE,> 95 L/s,2022,53.41470,-113.62810,POINT (-113.6281 53.4147),EPCOR,5643 KOOTOOK PLACE SW,INSERVICE
21228,BLUE,> 95 L/s,2011,53.57567,-113.55899,POINT (-113.55899 53.57567),EPCOR,12323 DOVERCOURT AVENUE NW,FAC
3052,BLUE,> 95 L/s,1992,53.52775,-113.56587,POINT (-113.565865 53.527756),EPCOR,14203 92A AVENUE NW,FAC
21921,BLUE,> 95 L/s,2013,53.44254,-113.55158,POINT (-113.55158 53.442535),EPCOR,7231 MAY ROAD NW,FAC
9634,BLUE,> 95 L/s,1978,53.50205,-113.61033,POINT (-113.61033 53.502052),EPCOR,203 WAHSTAO ROAD NW,FAC
23944,BLUE,> 95 L/s,2015,53.43895,-113.39111,POINT (-113.391106 53.438946),EPCOR,1115 33A STREET NW,FAC
5782,BLACK,> 95 L/s,1966,53.55656,-113.39162,POINT (-113.391624 53.55656),EPCOR,10208 31 STREET NW,FAC
2407,BLUE,> 95 L/s,1984,53.55633,-113.57246,POINT (-113.57246 53.556328),EPCOR,10888 146 STREET NW,FAC
18540,BLUE,> 95 L/s,2005,53.44050,-113.56989,POINT (-113.56989 53.4405),EPCOR,6617 SANDIN COVE NW,FAC
21287,BLUE,> 95 L/s,2011,53.43671,-113.62766,POINT (-113.62766 53.436714),EPCOR,3407 WATSON PLACE SW,FAC
8995,BLUE,> 95 L/s,1977,53.45165,-113.42489,POINT (-113.4249 53.45165),EPCOR,5503 20A AVENUE NW,FAC
9976,BLUE,> 95 L/s,1978,53.44150,-113.39572,POINT (-113.39571 53.441498),EPCOR,1308 35 STREET NW,FAC
1225,BLUE,> 95 L/s,2006,53.56205,-113.44264,POINT (-113.44264 53.562046),EPCOR,11120 69 STREET NW,FAC
21562,BLUE,> 95 L/s,2012,53.60157,-113.51228,POINT (-113.51228 53.60157),EPCOR,5359 ADMIRAL GIROUARD STREET NW,FAC
11463,BLACK,> 95 L/s,1980,53.47813,-113.59227,POINT (-113.59227 53.47813),EPCOR,700 ROMANIUK ROAD NW,FAC
3165,BLUE,> 95 L/s,2020,53.57029,-113.57685,POINT (-113.57686 53.570286),EPCOR,14831 118 AVENUE NW,FAC
23240,BLUE,> 95 L/s,2014,53.40037,-113.58485,POINT (-113.58485 53.40037),EPCOR,9114 COOPER CRESCENT SW,FAC
5551,BLUE,> 95 L/s,2018,53.48900,-113.54142,POINT (-113.54142 53.489002),EPCOR,5116 122 STREET NW,FAC
25750,GREEN,60-95 L/s,2018,53.56191,-113.43905,POINT (-113.43905 53.56191),EPCOR,6614 ADA BOULEVARD NW,FAC
15113,BLACK,> 95 L/s,1993,53.54697,-113.50133,POINT (-113.50133 53.546974),EPCOR,10404 104 AVENUE NW,FAC
4402,GREEN,60-95 L/s,2020,53.48965,-113.52483,POINT (-113.52483 53.489655),EPCOR,11403 53 AVENUE NW,FAC
7281,BLUE,> 95 L/s,1973,53.51660,-113.63054,POINT (-113.63054 53.516605),EPCOR,8319 178 STREET NW,FAC
20756,BLUE,> 95 L/s,2010,53.63393,-113.53990,POINT (-113.539894 53.633926),EPCOR,17139 126 STREET NW,FAC
1042,BLACK,> 95 L/s,2003,53.56863,-113.52127,POINT (-113.52127 53.56863),EPCOR,7822 YORKE ROAD NW,FAC
16792,BLUE,> 95 L/s,2003,53.44849,-113.48388,POINT (-113.48389 53.44849),EPCOR,1935 98 STREET NW,FAC
18946,BLUE,> 95 L/s,2006,53.43333,-113.60443,POINT (-113.60442 53.43333),EPCOR,212 AMBLESIDE DRIVE SW,FAC
18294,BLUE,> 95 L/s,2004,53.62417,-113.40721,POINT (-113.40721 53.624172),EPCOR,4508 164 AVENUE NW,FAC
17138,BLACK,> 95 L/s,2002,53.42358,-113.45546,POINT (-113.45547 53.42358),EPCOR,1017 79 STREET SW,FAC
241,BLUE,> 95 L/s,1966,53.54467,-113.53686,POINT (-113.53686 53.544666),EPCOR,12420 103 AVENUE NW,FAC
18641,BLUE,> 95 L/s,2005,53.45544,-113.38727,POINT (-113.38727 53.455437),EPCOR,3212 25 AVENUE NW,FAC
6854,BLACK,> 95 L/s,1972,53.58759,-113.56598,POINT (-113.56598 53.587593),EPCOR,14203 129 AVENUE NW,FAC
10169,BLACK,> 95 L/s,1978,53.53119,-113.63780,POINT (-113.6378 53.53119),EPCOR,18141 96A AVENUE NW,FAC
14642,BLUE,> 95 L/s,1991,53.47481,-113.39454,POINT (-113.39454 53.474808),EPCOR,3911 35 STREET NW,FAC
21771,BLUE,> 95 L/s,2013,53.63125,-113.40184,POINT (-113.40185 53.63125),EPCOR,3849 170A AVENUE NW,FAC
18055,BLUE,> 95 L/s,2004,53.54516,-113.64635,POINT (-113.64635 53.545162),EPCOR,10310 186 STREET NW,FAC
23980,BLUE,> 95 L/s,2015,53.58592,-113.59007,POINT (-113.590065 53.58592),EPCOR,12808 156 STREET NW,FAC
27075,BLUE,> 95 L/s,2020,53.54540,-113.50461,POINT (-113.50461 53.545403),EPCOR,100 NORQUEST STOP NW,INSERVICE
23794,BLUE,> 95 L/s,2015,53.45644,-113.36360,POINT (-113.363594 53.45644),EPCOR,2436 13 STREET NW,FAC
8272,BLUE,> 95 L/s,1976,53.45870,-113.47287,POINT (-113.47287 53.4587),EPCOR,9303 28 AVENUE NW,FAC
3006,BLUE,> 95 L/s,1900,53.58918,-113.54437,POINT (-113.54437 53.58918),EPCOR,12947 129 STREET NW,FAC
26126,BLUE,> 95 L/s,2018,53.53951,-113.67125,POINT (-113.67126 53.539513),EPCOR,9967 206 STREET NW,CCC
15406,BLUE,> 95 L/s,1994,53.62072,-113.46775,POINT (-113.46775 53.62072),EPCOR,8203 160 AVENUE NW,FAC
9199,BLUE,> 95 L/s,1978,53.44363,-113.39438,POINT (-113.39439 53.44363),EPCOR,3405 16A AVENUE NW,FAC
4156,BLACK,> 95 L/s,1961,53.53384,-113.42709,POINT (-113.42709 53.533844),EPCOR,6111 94B AVENUE NW,FAC
10900,BLACK,> 95 L/s,1979,53.53440,-113.63107,POINT (-113.63107 53.534405),EPCOR,9816 180 STREET NW,FAC
17762,BLACK,> 95 L/s,2003,53.42734,-113.52011,POINT (-113.5201 53.42734),EPCOR,4207 MCMULLEN PLACE SW,FAC
22430,BLUE,> 95 L/s,2013,53.40368,-113.53865,POINT (-113.53865 53.40368),EPCOR,3011 JAMES MOWATT TRAIL SW,FAC
11846,BLUE,> 95 L/s,1981,53.58168,-113.48809,POINT (-113.48809 53.58168),EPCOR,9526 YELLOWHEAD TRAIL NW,FAC
18796,BLUE,> 95 L/s,2006,53.48307,-113.63676,POINT (-113.63676 53.483067),EPCOR,1224 DECKER WAY NW,FAC
23984,BLUE,> 95 L/s,2022,53.63714,-113.34597,POINT (-113.34596 53.637142),EPCOR,17404 MERIDIAN STREET NW,INSERVICE
13655,BLACK,> 95 L/s,1988,53.48206,-113.64511,POINT (-113.64511 53.48206),EPCOR,111 WEBER CLOSE NW,FAC
5115,BLUE,> 95 L/s,1993,53.51792,-113.61158,POINT (-113.61158 53.517925),EPCOR,8401 169 STREET NW,FAC
11412,BLUE,> 95 L/s,1980,53.47874,-113.58860,POINT (-113.5886 53.478745),EPCOR,958 RICE ROAD NW,FAC
18206,BLUE,> 95 L/s,2004,53.45915,-113.38060,POINT (-113.38061 53.459152),EPCOR,2828 26 STREET NW,FAC
19190,BLUE,> 95 L/s,2007,53.47101,-113.64146,POINT (-113.64146 53.471012),EPCOR,1107 CHAHLEY COURT NW,FAC
7427,BLUE,> 95 L/s,1974,53.49143,-113.49751,POINT (-113.49751 53.491425),EPCOR,5420 CALGARY TRAIL NW,FAC
14040,BLACK,> 95 L/s,1989,53.53857,-113.51938,POINT (-113.51938 53.538574),EPCOR,9945 115 STREET NW,FAC
14736,BLACK,> 95 L/s,1992,53.43059,-113.50285,POINT (-113.50285 53.43059),EPCOR,714 BLACKWOOD CRESCENT SW,FAC
1649,BLUE,> 95 L/s,1983,53.55943,-113.61259,POINT (-113.61259 53.559433),EPCOR,16825 111 AVENUE NW,FAC
10012,BLACK,> 95 L/s,1978,53.57203,-113.59026,POINT (-113.59026 53.572033),EPCOR,11910 156 STREET NW,FAC
919,BLUE,> 95 L/s,1900,53.51237,-113.48268,POINT (-113.48267 53.51237),EPCOR,9756 76 AVENUE NW,FAC
17508,BLACK,> 95 L/s,2003,53.43134,-113.46203,POINT (-113.46203 53.431343),EPCOR,214 84 STREET SW,FAC
25742,BLUE,> 95 L/s,2018,53.63460,-113.43924,POINT (-113.43924 53.634594),EPCOR,6327 173 AVENUE NW,FAC
25801,BLUE,> 95 L/s,2018,53.56588,-113.48739,POINT (-113.48739 53.56588),EPCOR,11508 95 STREET NW,FAC
20452,BLUE,> 95 L/s,2011,53.63081,-113.41830,POINT (-113.4183 53.630806),EPCOR,175 MCCONACHIE DRIVE NW,FAC
6118,BLUE,> 95 L/s,1968,53.51113,-113.59250,POINT (-113.5925 53.51113),EPCOR,15719 78A AVENUE NW,FAC
17342,BLACK,> 95 L/s,2002,53.45803,-113.55628,POINT (-113.55628 53.458027),EPCOR,549 HODGSON ROAD NW,FAC
27294,BLUE,> 95 L/s,2021,53.42950,-113.44285,POINT (-113.44285 53.429497),EPCOR,6610 4 AVENUE SW,CCC
15890,BLACK,> 95 L/s,1995,53.55547,-113.48096,POINT (-113.480965 53.555473),EPCOR,10802 93 STREET NW,FAC
8334,BLUE,> 95 L/s,1976,53.44299,-113.45398,POINT (-113.45398 53.442993),EPCOR,1207 78 STREET NW,FAC
13528,BLUE,> 95 L/s,1987,53.61729,-113.44784,POINT (-113.447845 53.61729),EPCOR,15432 69 STREET NW,FAC
24743,BLUE,> 95 L/s,2017,53.40649,-113.46086,POINT (-113.46086 53.40649),EPCOR,3733 CHERRY LOOP SW,FAC
19982,BLUE,> 95 L/s,2010,53.40707,-113.52869,POINT (-113.52869 53.407066),EPCOR,1405 CUNNINGHAM DRIVE SW,FAC
20244,BLUE,> 95 L/s,2009,53.58910,-113.66757,POINT (-113.667564 53.589096),EPCOR,12831 202 STREET NW,FAC
7747,BLUE,> 95 L/s,1976,53.50769,-113.63717,POINT (-113.63718 53.507687),EPCOR,18216 74 AVENUE NW,FAC
15260,BLACK,> 95 L/s,1993,53.47216,-113.59094,POINT (-113.59094 53.47216),EPCOR,512 REID CLOSE NW,FAC
24075,BLUE,> 95 L/s,2016,53.47782,-113.34626,POINT (-113.34625 53.477818),EPCOR,231 40A AVENUE NW,FAC
7514,BLUE,> 95 L/s,1974,53.44987,-113.45839,POINT (-113.45839 53.449867),EPCOR,307 KNOTTWOOD ROAD NORTH NW,FAC
20263,BLUE,> 95 L/s,2010,53.50679,-113.67783,POINT (-113.677826 53.506786),EPCOR,3460 GOODRIDGE LINK NW,FAC
12924,BLUE,> 95 L/s,1985,53.46492,-113.56695,POINT (-113.56695 53.464916),EPCOR,414 OLSEN CLOSE NW,FAC
15139,BLUE,> 95 L/s,1993,53.44419,-113.53410,POINT (-113.5341 53.44419),EPCOR,1157 116 STREET NW,FAC
26630,BLUE,> 95 L/s,2021,53.41141,-113.51589,POINT (-113.515884 53.411407),EPCOR,1681 CAVANAGH BOULEVARD SW,CCC
24871,GREEN,60-95 L/s,2018,53.51287,-113.53120,POINT (-113.531204 53.512867),EPCOR,11535 77 AVENUE NW,FAC
20521,BLUE,> 95 L/s,2011,53.60250,-113.59009,POINT (-113.59009 53.602497),EPCOR,14110 156 STREET NW,CCC
7150,BLACK,> 95 L/s,1973,53.60984,-113.42593,POINT (-113.425934 53.609837),EPCOR,5521 145A AVENUE NW,FAC
28427,BLUE,> 95 L/s,2019,53.58688,-113.33876,POINT (-113.33876 53.58688),EPCOR,12703 ANTHONY HENDAY DRIVE NE,FAC
4032,BLUE,> 95 L/s,1998,53.55741,-113.56598,POINT (-113.56598 53.557407),EPCOR,11010 142 STREET NW,FAC
19620,BLUE,> 95 L/s,2008,53.59911,-113.59670,POINT (-113.596695 53.599113),EPCOR,13625 159 STREET NW,FAC
17562,BLUE,> 95 L/s,2003,53.61856,-113.40676,POINT (-113.40676 53.618565),EPCOR,4416 157 AVENUE NW,FAC
11557,BLUE,> 95 L/s,1980,53.48416,-113.40412,POINT (-113.40411 53.48416),EPCOR,61 JACKSON ROAD NW,FAC
24980,BLUE,> 95 L/s,2017,53.39902,-113.52516,POINT (-113.52516 53.399017),EPCOR,2862 ANTON WYND SW,FAC
19077,BLUE,> 95 L/s,2007,53.63123,-113.45458,POINT (-113.45458 53.631233),EPCOR,17016 73 STREET NW,FAC
24366,BLUE,> 95 L/s,2015,53.40109,-113.54303,POINT (-113.54302 53.401096),EPCOR,703 DANIELS WAY SW,FAC
19545,BLUE,> 95 L/s,2007,53.43049,-113.60710,POINT (-113.6071 53.430485),EPCOR,1038 ARMITAGE CRESCENT SW,FAC
6906,BLACK,> 95 L/s,1972,53.46643,-113.44365,POINT (-113.44365 53.46643),EPCOR,331 LEE RIDGE ROAD NW,FAC
14460,BLACK,> 95 L/s,1990,53.53211,-113.62145,POINT (-113.62145 53.532104),EPCOR,9520 174 STREET NW,FAC
21932,BLUE,> 95 L/s,2012,53.52261,-113.50328,POINT (-113.50328 53.522614),EPCOR,8615 106 STREET NW,FAC
8914,BLUE,> 95 L/s,1977,53.47105,-113.42213,POINT (-113.42213 53.47105),EPCOR,5403 38 AVENUE NW,FAC
14828,BLACK,> 95 L/s,1992,53.62267,-113.42977,POINT (-113.42977 53.622665),EPCOR,16139 59 STREET NW,FAC
7977,BLUE,> 95 L/s,1975,53.52235,-113.64150,POINT (-113.641495 53.522346),EPCOR,8720 184 STREET NW,FAC
3777,BLUE,> 95 L/s,2019,53.57891,-113.56942,POINT (-113.56942 53.578907),EPCOR,14440 124 AVENUE NW,FAC
18697,BLUE,> 95 L/s,2005,53.43180,-113.43977,POINT (-113.43977 53.431805),EPCOR,116 64 STREET SW,FAC
1898,BLUE,> 95 L/s,2009,53.50758,-113.50922,POINT (-113.50922 53.50758),EPCOR,10756 71 AVENUE NW,FAC
20150,BLUE,> 95 L/s,2010,53.40441,-113.53651,POINT (-113.536514 53.404404),EPCOR,2803 JAMES MOWATT TRAIL SW,FAC
23497,BLUE,> 95 L/s,2015,53.54631,-113.49571,POINT (-113.49571 53.546307),EPCOR,10204 104 AVENUE NW,FAC
21515,BLUE,> 95 L/s,2013,53.48823,-113.39002,POINT (-113.39002 53.48823),EPCOR,3250 51 AVENUE NW,FAC
20788,BLUE,> 95 L/s,2011,53.62688,-113.55747,POINT (-113.55747 53.626884),EPCOR,16504 136 STREET NW,FAC
3073,BLUE,> 95 L/s,2012,53.51601,-113.57263,POINT (-113.572624 53.516014),EPCOR,14507 82 AVENUE NW,CCC
26213,BLUE,> 95 L/s,2019,53.58985,-113.68147,POINT (-113.68147 53.589848),EPCOR,20960 130 AVENUE NW,FAC
21816,BLUE,> 95 L/s,2013,53.42076,-113.64425,POINT (-113.64426 53.420757),EPCOR,3813 KIDD BAY SW,FAC
1261,BLACK,> 95 L/s,1986,53.56430,-113.49617,POINT (-113.49617 53.564304),EPCOR,10211 114 AVENUE NW,FAC
14687,BLACK,> 95 L/s,1991,53.62408,-113.43559,POINT (-113.43559 53.624077),EPCOR,6209 162A AVENUE NW,FAC
18191,BLUE,> 95 L/s,2005,53.47274,-113.63958,POINT (-113.63958 53.472744),EPCOR,1404 CHAHLEY PLACE NW,FAC
7552,BLUE,> 95 L/s,1974,53.44090,-113.46156,POINT (-113.461555 53.4409),EPCOR,8504 10 AVENUE NW,FAC
20883,BLUE,> 95 L/s,2012,53.53696,-113.64880,POINT (-113.648796 53.536957),EPCOR,18804 100 AVENUE NW,CCC
10976,BLUE,> 95 L/s,1979,53.49101,-113.63342,POINT (-113.63342 53.49101),EPCOR,238 DECHENE ROAD NW,FAC
14660,BLACK,> 95 L/s,1990,53.51905,-113.66717,POINT (-113.66717 53.519054),EPCOR,1367 POTTER GREENS DRIVE NW,FAC
9624,BLUE,> 95 L/s,1900,53.49856,-113.60364,POINT (-113.603645 53.49856),EPCOR,887 WANYANDI ROAD NW,FAC
